# 1 amount of Vehicles
param nv :=
45 ;

# 2 amount of Orders
param no :=
80 ;

# 3 amount of locations
param nl :=
45 ;

# 4 amount of factories
param nf :=
20 ;

# 5 factory sets
set N_f_2[1] :=  21 ;
set N_f_2[2] :=  22 44 ;
set N_f_2[3] :=  23 ;
set N_f_2[4] :=  24 ;
set N_f_2[5] :=  25 42 ;
set N_f_2[6] :=  26 ;
set N_f_2[7] :=  27 ;
set N_f_2[8] :=  28 43 ;
set N_f_2[9] :=  29 ;
set N_f_2[10] :=  30 ;
set N_f_2[11] :=  31 ;
set N_f_2[12] :=  32 ;
set N_f_2[13] :=  33 ;
set N_f_2[14] :=  34 ;
set N_f_2[15] :=  35 ;
set N_f_2[16] :=  36 41 ;
set N_f_2[17] :=  37 ;
set N_f_2[18] :=  38 ;
set N_f_2[19] :=  39 45 ;
set N_f_2[20] :=  40 ;

# 6 factory stop capacities
param H :=
1 1
2 1
3 1
4 1
5 1
6 1
7 1
8 1
9 1
10 1
11 1
12 1
13 1
14 1
15 1
16 1
17 1
18 1
19 1
20 1 ;

# 7 pickup locations for each order
param L_pd :=
1 13
2 14
3 15
4 6
5 5
6 11
7 10
8 20
9 4
10 19
11 2
12 3
13 1
14 8
15 17
16 9
17 18
18 7
19 16
20 12
21 13
22 11
23 1
24 14
25 10
26 19
27 5
28 8
29 9
30 9
31 16
32 10
33 5
34 4
35 8
36 20
37 7
38 18
39 3
40 17
41 15
42 17
43 9
44 19
45 19
46 12
47 12
48 12
49 3
50 17
51 14
52 2
53 19
54 12
55 8
56 12
57 14
58 12
59 18
60 20
61 4
62 9
63 19
64 9
65 6
66 4
67 15
68 6
69 9
70 4
71 20
72 18
73 5
74 11
75 10
76 3
77 13
78 11
79 15
80 3 ;

# 8 delivery locations for each order
param L_dd :=
1 26
2 39
3 36
4 31
5 33
6 24
7 30
8 25
9 37
10 23
11 41
12 29
13 42
14 22
15 38
16 40
17 32
18 35
19 45
20 44
21 43
22 34
23 27
24 21
25 28
26 42
27 25
28 30
29 43
30 23
31 30
32 27
33 44
34 35
35 25
36 25
37 33
38 24
39 26
40 34
41 35
42 34
43 34
44 36
45 22
46 36
47 36
48 30
49 36
50 44
51 28
52 42
53 30
54 21
55 42
56 30
57 21
58 36
59 43
60 45
61 43
62 44
63 24
64 44
65 38
66 40
67 29
68 35
69 39
70 24
71 45
72 43
73 32
74 39
75 30
76 34
77 21
78 34
79 25
80 23 ;

# 9 location sets
set L_2[1] :=  13 23 ;
set L_2[2] :=  11 52 ;
set L_2[3] :=  12 39 49 76 80 ;
set L_2[4] :=  9 34 61 66 70 ;
set L_2[5] :=  5 27 33 73 ;
set L_2[6] :=  4 65 68 ;
set L_2[7] :=  18 37 ;
set L_2[8] :=  14 28 35 55 ;
set L_2[9] :=  16 29 30 43 62 64 69 ;
set L_2[10] :=  7 25 32 75 ;
set L_2[11] :=  6 22 74 78 ;
set L_2[12] :=  20 46 47 48 54 56 58 ;
set L_2[13] :=  1 21 77 ;
set L_2[14] :=  2 24 51 57 ;
set L_2[15] :=  3 41 67 79 ;
set L_2[16] :=  19 31 ;
set L_2[17] :=  15 40 42 50 ;
set L_2[18] :=  17 38 59 72 ;
set L_2[19] :=  10 26 44 45 53 63 ;
set L_2[20] :=  8 36 60 71 ;
set L_2[21] :=  24 54 57 77 ;
set L_2[22] :=  14 45 ;
set L_2[23] :=  10 30 80 ;
set L_2[24] :=  6 38 63 70 ;
set L_2[25] :=  8 27 35 36 79 ;
set L_2[26] :=  1 39 ;
set L_2[27] :=  23 32 ;
set L_2[28] :=  25 51 ;
set L_2[29] :=  12 67 ;
set L_2[30] :=  7 28 31 48 53 56 75 ;
set L_2[31] :=  4 ;
set L_2[32] :=  17 73 ;
set L_2[33] :=  5 37 ;
set L_2[34] :=  22 40 42 43 76 78 ;
set L_2[35] :=  18 34 41 68 ;
set L_2[36] :=  3 44 46 47 49 58 ;
set L_2[37] :=  9 ;
set L_2[38] :=  15 65 ;
set L_2[39] :=  2 69 74 ;
set L_2[40] :=  16 66 ;
set L_2[41] :=  11 ;
set L_2[42] :=  13 26 52 55 ;
set L_2[43] :=  21 29 59 61 72 ;
set L_2[44] :=  20 33 50 62 64 ;
set L_2[45] :=  19 60 71 ;

# 10 order weights
param Q_kg_2 :=
1 333.8674857153784
2 629.2295925845858
3 1915.714971932121
4 376.57543802031415
5 83.28063603495852
6 1231.9330394777785
7 95.21594152003973
8 6970.26795615813
9 1144.5729543565233
10 838.8208458257336
11 1821.9130945692216
12 832.009053088675
13 876.405972233603
14 212.46527360064906
15 156.3495458624787
16 1025.0252820321318
17 410.883005871731
18 1823.856257292493
19 1295.6550559893349
20 940.8302232279793
21 15259.506002631038
22 251.74423929865307
23 1798.987474820632
24 5736.692851820811
25 526.715747355259
26 397.0587636616277
27 507.5228651633171
28 17146.251041425734
29 999.7024784050996
30 19773.371759049773
31 600.8849874203024
32 1624.003543910542
33 70.23796189917893
34 3923.794540821329
35 1645.0930414649001
36 2022.585776236096
37 418.3478977359455
38 470.9700136152546
39 256.4368024556694
40 1605.1506620582559
41 606.5011756172465
42 573.4268161420176
43 1713.8321220805724
44 270.03243876301747
45 1357.6770516830684
