# 1 amount of Vehicles
param nv :=
7 ;

# 2 amount of Orders
param no :=
12 ;

# 3 amount of locations
param nl :=
9 ;

# 4 amount of factories
param nf :=
4 ;

# 5 factory sets
set N_f_2[1] :=  5 ;
set N_f_2[2] :=  6 ;
set N_f_2[3] :=  7 9 ;
set N_f_2[4] :=  8 ;

# 6 factory stop capacities
param H :=
1 1
2 1
3 2
4 1 ;

# 7 pickup locations for each order
param L_pd :=
1 3
2 1
3 4
4 2
5 2
6 4
7 3
8 1
9 4
10 2
11 4
12 1 ;

# 8 delivery locations for each order
param L_dd :=
1 5
2 7
3 8
4 9
5 6
6 6
7 6
8 8
9 6
10 5
11 7
12 8 ;

# 9 location sets
set L_2[1] :=  2 8 12 ;
set L_2[2] :=  4 5 10 ;
set L_2[3] :=  1 7 ;
set L_2[4] :=  3 6 9 11 ;
set L_2[5] :=  1 10 ;
set L_2[6] :=  5 6 7 9 ;
set L_2[7] :=  2 11 ;
set L_2[8] :=  3 8 12 ;
set L_2[9] :=  4 ;

# 10 order weights
param Q_kg_2 :=
1 1342.6149780942178
2 325.8874634540161
3 1931.1658088904296
4 1408.2578451866937
5 963.2387172980114
6 1403.6012672213662
7 898.5090689727372
8 967.4327613561669
9 160.43365187578664
10 217.36496133394877
11 22548.35673997562
12 19244.989145010488 ;

# 11 order volumes
param Q_vol_2 :=
1 3.752761334932548
2 3.9608015571057975
3 4.332487549233648
4 19.74074920177286
5 3.7515055655245515
6 4.8597494808175234
7 3.468565449409507
8 3.997545044280021
9 1.4765716903436532
10 1.8872066342927194
11 66.74784197061197
12 72.19974542879389 ;

# 12 Locations vehicle can visit
set N_v_2[1] := 1 2 3 4 5 6 7 8 9 ;
set N_v_2[2] := 1 2 3 4 5 6 7 8 9 ;
set N_v_2[3] := 1 2 3 4 5 6 7 8 9 ;
set N_v_2[4] := 1 2 3 4 5 6 7 8 9 ;
set N_v_2[5] := 1 2 3 4 5 6 7 8 9 ;
set N_v_2[6] := 1 2 3 4 5 6 7 8 9 ;
set N_v_2[7] := 1 2 3 4 5 6 7 8 9 ;

# 13 Orders vehicles can pick up
set N_vp_2[1] := 1 2 3 4 5 6 7 8 9 10 ;
set N_vp_2[2] := 1 2 3 4 5 6 7 8 9 10 ;
set N_vp_2[3] := 1 2 3 4 5 6 7 8 9 10 ;
set N_vp_2[4] := 1 2 3 4 5 6 7 8 9 10 ;
set N_vp_2[5] := 1 2 3 4 5 6 7 8 9 10 11 12 ;
set N_vp_2[6] := 1 2 3 4 5 6 7 8 9 10 11 12 ;
set N_vp_2[7] := 1 2 3 4 5 6 7 8 9 10 11 12 ;

# 14 vehicle weight capacity
param K_kg :=
1 12000.0
2 12000.0
3 18000.0
4 18000.0
5 24000.0
6 24000.0
7 24000.0 ;

# 15 vehicle volume capacity
param K_vol :=
1 55.0
2 55.0
3 71.0
4 71.0
5 102.0
6 102.0
7 102.0 ;

# 16 amount of distance intervals
param na :=
1 2
2 2
3 2
4 2
5 2
6 2
7 2 ;

# 17 amount of weight intervals
param nb :=
1 4
2 4
3 2
4 2
5 4
6 4
7 4 ;

# 18 Distance intervals
param B_2 :=
1 1 1500.0
1 2 9999999.0
2 1 1500.0
2 2 9999999.0
3 1 1500.0
3 2 9999999.0
4 1 1500.0
4 2 9999999.0
5 1 1500.0
5 2 9999999.0
6 1 1500.0
6 2 9999999.0
7 1 1500.0
7 2 9999999.0 ;

# 19 Weight intervals
param Z_2 :=
1 1 500.0
1 2 1500.0
1 3 5000.0
1 4 24000.0
2 1 500.0
2 2 1500.0
2 3 5000.0
2 4 24000.0
3 1 1500.0
3 2 24000.0
3 3 . 
3 4 . 
4 1 1500.0
4 2 24000.0
4 3 . 
4 4 . 
5 1 500.0
5 2 1500.0
5 3 5000.0
5 4 24000.0
6 1 500.0
6 2 1500.0
6 3 5000.0
6 4 24000.0
7 1 500.0
7 2 1500.0
7 3 5000.0
7 4 24000.0 ;

# 20 cost per kilometer
param C_km :=
1 1 1 0.07105957031249999
1 1 2 0.11574494469165798
1 1 3 0.19662278014636098
1 1 4 0.3723393221028571
1 2 1 0.047373046875000005
1 2 2 0.07716329646110535
1 2 3 0.13108185343090736
1 2 4 0.2482262147352381
2 1 1 0.07105957031249999
2 1 2 0.11574494469165798
2 1 3 0.19662278014636098
2 1 4 0.3723393221028571
2 2 1 0.047373046875000005
2 2 2 0.07716329646110535
2 2 3 0.13108185343090736
2 2 4 0.2482262147352381
3 1 1 0.13503576880693438
3 1 2 0.43439587578666683
3 1 3 . 
3 1 4 . 
3 2 1 0.08487962610721587
3 2 2 0.2730488362087619
3 2 3 . 
3 2 4 . 
4 1 1 0.13503576880693438
4 1 2 0.43439587578666683
4 1 3 . 
4 1 4 . 
4 2 1 0.08487962610721587
4 2 2 0.2730488362087619
4 2 3 . 
4 2 4 . 
5 1 1 0.09474609375000001
5 1 2 0.1543265929222107
5 1 3 0.2621637068618147
5 1 4 0.4964524294704762
5 2 1 0.05921630859375
5 2 2 0.09645412057638168
5 2 3 0.16385231678863418
5 2 4 0.3102827684190475
6 1 1 0.09474609375000001
6 1 2 0.1543265929222107
6 1 3 0.2621637068618147
6 1 4 0.4964524294704762
6 2 1 0.05921630859375
6 2 2 0.09645412057638168
6 2 3 0.16385231678863418
6 2 4 0.3102827684190475
7 1 1 0.09474609375000001
7 1 2 0.1543265929222107
7 1 3 0.2621637068618147
7 1 4 0.4964524294704762
7 2 1 0.05921630859375
7 2 2 0.09645412057638168
7 2 3 0.16385231678863418
7 2 4 0.3102827684190475 ;

# 21 cost per kilo
param C_kg :=
1 1 1 0.008544921875000003
1 1 2 0.004564315080642704
1 1 3 0.0022787031026382486
1 1 4 8.114541859150757E-4
1 2 1 0.003417968750000001
1 2 2 0.0018257260322570804
1 2 3 9.114812410552988E-4
1 2 4 3.245816743660299E-4
2 1 1 0.008544921875000003
2 1 2 0.004564315080642704
2 1 3 0.0022787031026382486
2 1 4 8.114541859150757E-4
2 2 1 0.003417968750000001
2 2 2 0.0018257260322570804
2 2 3 9.114812410552988E-4
2 2 4 3.245816743660299E-4
3 1 1 0.004564315080642704
3 1 2 8.114541859150757E-4
3 1 3 . 
3 1 4 . 
3 2 1 0.0018257260322570804
3 2 2 3.245816743660299E-4
3 2 3 . 
3 2 4 . 
4 1 1 0.004564315080642704
4 1 2 8.114541859150757E-4
4 1 3 . 
4 1 4 . 
4 2 1 0.0018257260322570804
4 2 2 3.245816743660299E-4
4 2 3 . 
4 2 4 . 
5 1 1 0.008544921875000003
5 1 2 0.004564315080642704
5 1 3 0.0022787031026382486
5 1 4 8.114541859150757E-4
5 2 1 0.003417968750000001
5 2 2 0.0018257260322570804
5 2 3 9.114812410552988E-4
5 2 4 3.245816743660299E-4
6 1 1 0.008544921875000003
6 1 2 0.004564315080642704
6 1 3 0.0022787031026382486
6 1 4 8.114541859150757E-4
6 2 1 0.003417968750000001
6 2 2 0.0018257260322570804
6 2 3 9.114812410552988E-4
6 2 4 3.245816743660299E-4
7 1 1 0.008544921875000003
7 1 2 0.004564315080642704
7 1 3 0.0022787031026382486
7 1 4 8.114541859150757E-4
7 2 1 0.003417968750000001
7 2 2 0.0018257260322570804
7 2 3 9.114812410552988E-4
7 2 4 3.245816743660299E-4 ;

# 22 fixed costs
param C_fix :=
1 1 1 60.75
1 1 2 136.6875
1 1 3 293.625
1 1 4 764.94375
1 2 1 461.3203125
1 2 2 1037.970703125
1 2 3 2229.71484375
1 2 4 5808.7916015625
2 1 1 60.75
2 1 2 136.6875
2 1 3 293.625
2 1 4 764.94375
2 2 1 461.3203125
2 2 2 1037.970703125
2 2 3 2229.71484375
2 2 4 5808.7916015625
3 1 1 159.90504192000003
3 1 2 894.8759938560002
3 1 3 . 
3 1 4 . 
3 2 1 1477.3559627052468
3 2 2 8267.721702398621
3 2 3 . 
3 2 4 . 
4 1 1 159.90504192000003
4 1 2 894.8759938560002
4 1 3 . 
4 1 4 . 
4 2 1 1477.3559627052468
4 2 2 8267.721702398621
4 2 3 . 
4 2 4 . 
5 1 1 86.80737791999998
5 1 2 195.31660031999994
5 1 3 419.56899327999986
5 1 4 1093.0495669759996
5 2 1 1029.8545177172455
5 2 2 2317.1726648638028
5 2 3 4977.630168966687
5 2 4 12967.584802256317
6 1 1 86.80737791999998
6 1 2 195.31660031999994
6 1 3 419.56899327999986
6 1 4 1093.0495669759996
6 2 1 1029.8545177172455
6 2 2 2317.1726648638028
6 2 3 4977.630168966687
6 2 4 12967.584802256317
7 1 1 86.80737791999998
7 1 2 195.31660031999994
7 1 3 419.56899327999986
7 1 4 1093.0495669759996
7 2 1 1029.8545177172455
7 2 2 2317.1726648638028
7 2 3 4977.630168966687
7 2 4 12967.584802256317 ;

# 23 stopping costs
param C_stop_2 :=
1 1 25.0
1 2 29.0
1 3 23.0
1 4 23.0
1 5 28.0
1 6 27.0
1 7 30.0
1 8 28.0
1 9 26.0
2 1 25.0
2 2 29.0
2 3 23.0
2 4 23.0
2 5 28.0
2 6 27.0
2 7 30.0
2 8 28.0
2 9 26.0
3 1 37.5
3 2 43.5
3 3 34.5
3 4 34.5
3 5 42.0
3 6 40.5
3 7 45.0
3 8 42.0
3 9 39.0
4 1 37.5
4 2 43.5
4 3 34.5
4 4 34.5
4 5 42.0
4 6 40.5
4 7 45.0
4 8 42.0
4 9 39.0
5 1 50.0
5 2 58.0
5 3 46.0
5 4 46.0
5 5 56.0
5 6 54.0
5 7 60.0
5 8 56.0
5 9 52.0
6 1 50.0
6 2 58.0
6 3 46.0
6 4 46.0
6 5 56.0
6 6 54.0
6 7 60.0
6 8 56.0
6 9 52.0
7 1 50.0
7 2 58.0
7 3 46.0
7 4 46.0
7 5 56.0
7 6 54.0
7 7 60.0
