#location_org;location_dest;commodity_name;demand
Supplier_58;Plant_12;Article_9088;571,4285714286
Supplier_18;Plant_3;Article_8395;3.954,2857142857
Supplier_79;Plant_3;Article_2790;9.714,2857142857
Supplier_79;Plant_3;Article_2844;17.000,0000000000
Supplier_79;Plant_3;Article_7152;35.000,0000000000
Supplier_79;Plant_3;Article_4716;4.885,7142857143
Supplier_12;Plant_3;Article_2298;1.500,0000000000
Supplier_12;Plant_3;Article_2765;928,5714285714
Supplier_129;Plant_3;Article_1954;900,0000000000
Supplier_129;Plant_3;Article_2070;1.521,4285714286
Supplier_129;Plant_3;Article_2881;126,0000000000
Supplier_129;Plant_3;Article_5528;432,0000000000
Supplier_163;Plant_3;Article_4720;4.400,0000000000
Supplier_53;Plant_3;Article_5236;750,0000000000
Supplier_122;Plant_3;Article_2137;276,8571428571
Supplier_122;Plant_3;Article_2155;468,2857142857
Supplier_122;Plant_3;Article_2081;468,2857142857
Supplier_183;Plant_3;Article_332;38.571,4285714286
Supplier_209;Plant_3;Article_2332;4.017,8571428571
Supplier_19;Plant_3;Article_4746;1.620,0000000000
Supplier_19;Plant_3;Article_4737;1.350,0000000000
Supplier_19;Plant_3;Article_4756;1.580,8000000000
Supplier_19;Plant_3;Article_4750;1.580,8000000000
Supplier_249;Plant_10;Article_7119;1.512,0000000000
Supplier_249;Plant_10;Article_7123;1.608,0000000000
Supplier_59;Plant_10;Article_6829;3.750,0000000000
Supplier_59;Plant_10;Article_1813;3.750,0000000000
Supplier_59;Plant_10;Article_3213;1.500,0000000000
Supplier_59;Plant_10;Article_3218;1.125,0000000000
Supplier_59;Plant_10;Article_3657;3.500,0000000000
Supplier_59;Plant_10;Article_3952;2.000,0000000000
Supplier_325;Plant_10;Article_3268;231,4285714286
Supplier_325;Plant_10;Article_3285;228,0000000000
Supplier_325;Plant_10;Article_3288;234,2857142857
Supplier_325;Plant_10;Article_3293;125,7142857143
Supplier_325;Plant_10;Article_3302;108,5714285714
Supplier_325;Plant_10;Article_7193;285,7142857143
Supplier_325;Plant_10;Article_7183;514,2857142857
Supplier_325;Plant_10;Article_7180;578,5714285714
Supplier_325;Plant_10;Article_7181;235,7142857143
Supplier_325;Plant_10;Article_7177;1.864,2857142857
Supplier_325;Plant_10;Article_7099;385,7142857143
Supplier_325;Plant_10;Article_7104;514,2857142857
Supplier_325;Plant_10;Article_7093;214,2857142857
Supplier_345;Plant_10;Article_3025;1.428,5714285714
Supplier_345;Plant_10;Article_3066;102,8571428571
Supplier_345;Plant_10;Article_4877;771,4285714286
Supplier_345;Plant_10;Article_4885;85,7142857143
Supplier_345;Plant_10;Article_4865;2.040,0000000000
Supplier_345;Plant_10;Article_4823;145,7142857143
Supplier_345;Plant_10;Article_6166;1.440,0000000000
Supplier_345;Plant_10;Article_6162;1.440,0000000000
Supplier_162;Plant_1;Article_9968;15.000,0000000000
Supplier_1;Plant_1;Article_9971;3.840,0000000000
Supplier_1;Plant_1;Article_9953;3.840,0000000000
Supplier_1;Plant_1;Article_9947;2.080,0000000000
Supplier_1;Plant_1;Article_9951;2.400,0000000000
Supplier_1;Plant_1;Article_9853;3.200,0000000000
Supplier_1;Plant_1;Article_9845;240,0000000000
Supplier_1;Plant_1;Article_9841;162,0000000000
Supplier_1;Plant_1;Article_9911;5.120,0000000000
Supplier_1;Plant_1;Article_9901;4.840,0000000000
Supplier_1;Plant_1;Article_9887;1.680,0000000000
Supplier_1;Plant_1;Article_9875;1.920,0000000000
Supplier_1;Plant_1;Article_9550;720,0000000000
Supplier_1;Plant_1;Article_9554;720,0000000000
Supplier_1;Plant_1;Article_9563;1.280,0000000000
Supplier_1;Plant_1;Article_9571;2.560,0000000000
Supplier_1;Plant_1;Article_2887;4.200,0000000000
Supplier_1;Plant_1;Article_2891;4.200,0000000000
Supplier_1;Plant_1;Article_2903;2.800,0000000000
Supplier_1;Plant_1;Article_2914;2.800,0000000000
Supplier_1;Plant_1;Article_2652;1.920,0000000000
Supplier_1;Plant_1;Article_1820;180,0000000000
Supplier_1;Plant_1;Article_1830;1.920,0000000000
