#location_org;location_dest;commodity_name;demand
Supplier_18;Plant_3;Article_8395;5.257,1428571429
Supplier_164;Plant_3;Article_2778;11.428,5714285714
Supplier_209;Plant_3;Article_2332;4.821,4285714286
Supplier_79;Plant_3;Article_2790;10.285,7142857143
Supplier_79;Plant_3;Article_2844;15.000,0000000000
Supplier_79;Plant_3;Article_7152;32.000,0000000000
Supplier_79;Plant_3;Article_4716;4.114,2857142857
Supplier_163;Plant_3;Article_4720;3.740,0000000000
Supplier_12;Plant_3;Article_2298;2.000,0000000000
Supplier_12;Plant_3;Article_2765;1.000,0000000000
Supplier_129;Plant_3;Article_1954;1.260,0000000000
Supplier_129;Plant_3;Article_2070;1.885,7142857143
Supplier_129;Plant_3;Article_5528;450,0000000000
Supplier_10;Plant_3;Article_5075;288,0000000000
Supplier_10;Plant_3;Article_5060;288,0000000000
Supplier_122;Plant_3;Article_2137;665,0000000000
Supplier_122;Plant_3;Article_2155;323,7142857143
Supplier_122;Plant_3;Article_2081;323,7142857143
Supplier_19;Plant_3;Article_4746;2.700,0000000000
Supplier_19;Plant_3;Article_4737;2.700,0000000000
Supplier_19;Plant_3;Article_4756;2.704,0000000000
Supplier_19;Plant_3;Article_4750;2.704,0000000000
Supplier_59;Plant_3;Article_5221;1.950,0000000000
Supplier_183;Plant_3;Article_332;32.857,1428571429
Supplier_249;Plant_10;Article_7119;2.640,0000000000
Supplier_249;Plant_10;Article_7123;2.640,0000000000
Supplier_59;Plant_10;Article_6829;5.000,0000000000
Supplier_59;Plant_10;Article_1813;5.000,0000000000
Supplier_59;Plant_10;Article_3213;2.000,0000000000
Supplier_59;Plant_10;Article_3657;3.500,0000000000
Supplier_59;Plant_10;Article_3952;1.500,0000000000
Supplier_59;Plant_10;Article_4470;1.250,0000000000
Supplier_325;Plant_10;Article_7183;117,8571428571
Supplier_332;Plant_23;Article_8448;5,0000000000
Supplier_332;Plant_23;Article_8468;5,0000000000
Supplier_332;Plant_23;Article_8482;5,0000000000
Supplier_332;Plant_23;Article_8477;5,0000000000
Supplier_332;Plant_23;Article_8436;20,0000000000
Supplier_332;Plant_23;Article_8455;20,0000000000
Supplier_332;Plant_23;Article_8457;60,0000000000
Supplier_332;Plant_23;Article_1780;220,0000000000
Supplier_332;Plant_23;Article_8175;5.000,0000000000
Supplier_162;Plant_1;Article_9968;15.000,0000000000
Supplier_156;Plant_1;Article_1715;3.000,0000000000
Supplier_42;Plant_1;Article_9858;2.720,0000000000
Supplier_42;Plant_1;Article_9851;2.720,0000000000
Supplier_42;Plant_1;Article_9843;1.472,0000000000
Supplier_42;Plant_1;Article_9837;1.504,0000000000
Supplier_42;Plant_1;Article_9285;1.760,0000000000
Supplier_42;Plant_1;Article_9282;1.720,0000000000
Supplier_42;Plant_1;Article_9247;1.428,0000000000
Supplier_42;Plant_1;Article_9252;1.428,0000000000
Supplier_42;Plant_1;Article_1529;504,0000000000
Supplier_42;Plant_1;Article_1597;532,0000000000
Supplier_42;Plant_1;Article_3620;192,0000000000
Supplier_42;Plant_1;Article_3575;1.024,0000000000
Supplier_42;Plant_1;Article_3568;1.428,0000000000
Supplier_42;Plant_1;Article_3591;448,0000000000
Supplier_42;Plant_1;Article_3583;1.024,0000000000
Supplier_42;Plant_1;Article_3680;160,0000000000
Supplier_42;Plant_1;Article_3672;1.386,0000000000
Supplier_42;Plant_1;Article_8469;4.160,0000000000
Supplier_42;Plant_1;Article_8463;4.212,0000000000
Supplier_42;Plant_1;Article_8185;240,0000000000
Supplier_42;Plant_1;Article_8174;240,0000000000
Supplier_42;Plant_1;Article_8177;28,0000000000
Supplier_42;Plant_1;Article_8103;28,0000000000
Supplier_1;Plant_1;Article_9971;1.280,0000000000
Supplier_1;Plant_1;Article_9953;1.280,0000000000
Supplier_1;Plant_1;Article_9947;320,0000000000
Supplier_1;Plant_1;Article_9951;320,0000000000
Supplier_1;Plant_1;Article_9853;9.600,0000000000
Supplier_1;Plant_1;Article_9827;10.240,0000000000
Supplier_1;Plant_1;Article_9901;4.840,0000000000
Supplier_1;Plant_1;Article_9893;4.840,0000000000
Supplier_1;Plant_1;Article_9887;2.400,0000000000
Supplier_1;Plant_1;Article_9875;3.600,0000000000
Supplier_1;Plant_1;Article_9550;1.440,0000000000
Supplier_1;Plant_1;Article_9554;480,0000000000
Supplier_1;Plant_1;Article_9563;3.840,0000000000
Supplier_1;Plant_1;Article_9571;3.840,0000000000
Supplier_1;Plant_1;Article_2887;6.300,0000000000
Supplier_1;Plant_1;Article_2891;3.150,0000000000
Supplier_1;Plant_1;Article_2903;5.600,0000000000
Supplier_1;Plant_1;Article_2914;5.600,0000000000
Supplier_1;Plant_1;Article_2652;1.920,0000000000
Supplier_1;Plant_1;Article_1830;2.880,0000000000
Supplier_1;Plant_1;Article_1804;1.800,0000000000
Supplier_1;Plant_1;Article_1815;2.520,0000000000
Supplier_1;Plant_1;Article_1865;540,0000000000
Supplier_17;Plant_1;Article_5959;20,0000000000
Supplier_17;Plant_1;Article_5965;210,0000000000
Supplier_17;Plant_1;Article_9426;580,0000000000
Supplier_17;Plant_1;Article_9422;16,0000000000
Supplier_17;Plant_1;Article_8786;250,0000000000
Supplier_17;Plant_1;Article_8792;1.240,0000000000
Supplier_17;Plant_1;Article_8796;54,0000000000
Supplier_17;Plant_1;Article_8802;9,0000000000
Supplier_17;Plant_1;Article_8761;171,0000000000
Supplier_17;Plant_1;Article_8769;620,0000000000
Supplier_17;Plant_1;Article_8758;9,0000000000
Supplier_17;Plant_1;Article_8742;10,0000000000
Supplier_17;Plant_1;Article_8736;40,0000000000
Supplier_17;Plant_1;Article_8731;570,0000000000
Supplier_17;Plant_1;Article_8727;390,0000000000
Supplier_51;Plant_5;Article_7763;864,0000000000
Supplier_344;Plant_5;Article_2445;4.464,0000000000
Supplier_344;Plant_5;Article_10181;2.496,0000000000
Supplier_344;Plant_5;Article_10202;4.464,0000000000
Supplier_344;Plant_5;Article_10195;4.480,0000000000
Supplier_344;Plant_5;Article_10198;2.464,0000000000
Supplier_344;Plant_5;Article_10154;27.885,0000000000
Supplier_344;Plant_5;Article_2449;2.496,0000000000
Supplier_326;Plant_5;Article_2452;1.944,0000000000
Supplier_326;Plant_5;Article_2457;3.024,0000000000
Supplier_326;Plant_5;Article_2624;108,0000000000
Supplier_351;Plant_5;Article_6941;1.120,0000000000
Supplier_351;Plant_5;Article_6937;1.100,0000000000
Supplier_351;Plant_5;Article_6982;40,0000000000
Supplier_351;Plant_5;Article_7175;160,0000000000
Supplier_351;Plant_5;Article_7170;140,0000000000
Supplier_351;Plant_5;Article_8084;570,0000000000
Supplier_351;Plant_5;Article_8088;560,0000000000
Supplier_351;Plant_5;Article_8067;570,0000000000
Supplier_351;Plant_5;Article_8070;590,0000000000
Supplier_351;Plant_5;Article_4157;40,0000000000
Supplier_351;Plant_5;Article_4172;80,0000000000
Supplier_351;Plant_5;Article_4026;110,0000000000
Supplier_351;Plant_5;Article_4045;1.580,0000000000
Supplier_351;Plant_5;Article_3926;100,0000000000
Supplier_351;Plant_5;Article_3919;100,0000000000
Supplier_351;Plant_5;Article_3915;40,0000000000
Supplier_351;Plant_5;Article_3954;20,0000000000
Supplier_351;Plant_5;Article_3946;60,0000000000
Supplier_351;Plant_5;Article_3994;40,0000000000
Supplier_351;Plant_5;Article_3986;410,0000000000
Supplier_351;Plant_5;Article_3982;430,0000000000
Supplier_351;Plant_5;Article_3975;430,0000000000
Supplier_351;Plant_5;Article_4016;120,0000000000
Supplier_351;Plant_5;Article_4013;110,0000000000
Supplier_351;Plant_5;Article_4007;100,0000000000
Supplier_351;Plant_5;Article_3999;40,0000000000
Supplier_351;Plant_5;Article_3827;20,0000000000
Supplier_351;Plant_5;Article_3833;20,0000000000
Supplier_351;Plant_5;Article_3816;20,0000000000
Supplier_351;Plant_5;Article_3820;10,0000000000
Supplier_351;Plant_5;Article_3849;210,0000000000
Supplier_351;Plant_5;Article_3856;230,0000000000
Supplier_351;Plant_5;Article_3838;210,0000000000
Supplier_351;Plant_5;Article_3843;230,0000000000
Supplier_351;Plant_5;Article_3876;20,0000000000
Supplier_351;Plant_5;Article_5962;20,0000000000
Supplier_351;Plant_5;Article_5968;20,0000000000
Supplier_351;Plant_5;Article_5926;50,0000000000
Supplier_351;Plant_5;Article_5933;20,0000000000
