#location_org;location_dest;commodity_name;demand
Supplier_209;Plant_3;Article_2332;4.082,1428571429
Supplier_183;Plant_3;Article_332;40.000,0000000000
Supplier_79;Plant_3;Article_2790;10.285,7142857143
Supplier_79;Plant_3;Article_2844;14.000,0000000000
Supplier_79;Plant_3;Article_7152;25.000,0000000000
Supplier_309;Plant_3;Article_2091;648,0000000000
Supplier_163;Plant_3;Article_4720;1.980,0000000000
Supplier_122;Plant_3;Article_2137;366,4285714286
Supplier_122;Plant_3;Article_2155;531,1428571429
Supplier_122;Plant_3;Article_2081;531,1428571429
Supplier_12;Plant_3;Article_2298;1.785,7142857143
Supplier_12;Plant_3;Article_2765;1.000,0000000000
Supplier_18;Plant_3;Article_8395;5.371,4285714286
Supplier_129;Plant_3;Article_1954;1.008,0000000000
Supplier_129;Plant_3;Article_2070;1.628,5714285714
Supplier_129;Plant_3;Article_2881;54,0000000000
Supplier_129;Plant_3;Article_5168;180,0000000000
Supplier_129;Plant_3;Article_5528;414,0000000000
Supplier_249;Plant_10;Article_7119;1.656,0000000000
Supplier_249;Plant_10;Article_7123;1.656,0000000000
Supplier_345;Plant_10;Article_3025;1.357,7142857143
Supplier_345;Plant_10;Article_3066;102,8571428571
Supplier_345;Plant_10;Article_4877;891,4285714286
Supplier_345;Plant_10;Article_4885;25,7142857143
Supplier_345;Plant_10;Article_4865;1.748,5714285714
Supplier_345;Plant_10;Article_4823;180,0000000000
Supplier_345;Plant_10;Article_6166;1.275,4285714286
Supplier_345;Plant_10;Article_6162;1.275,4285714286
Supplier_325;Plant_10;Article_3268;262,2857142857
Supplier_325;Plant_10;Article_3285;246,0000000000
Supplier_325;Plant_10;Article_3288;251,4285714286
Supplier_325;Plant_10;Article_3293;125,7142857143
Supplier_325;Plant_10;Article_3302;125,7142857143
Supplier_325;Plant_10;Article_7193;200,0000000000
Supplier_325;Plant_10;Article_7183;321,4285714286
Supplier_325;Plant_10;Article_7180;321,4285714286
Supplier_325;Plant_10;Article_7181;246,4285714286
Supplier_325;Plant_10;Article_7099;200,0000000000
Supplier_325;Plant_10;Article_7104;321,4285714286
Supplier_325;Plant_10;Article_7093;214,2857142857
Supplier_162;Plant_1;Article_9968;11.250,0000000000
Supplier_1;Plant_1;Article_9971;2.560,0000000000
Supplier_1;Plant_1;Article_9953;2.560,0000000000
Supplier_1;Plant_1;Article_9947;2.240,0000000000
Supplier_1;Plant_1;Article_9951;3.040,0000000000
Supplier_1;Plant_1;Article_9869;320,0000000000
Supplier_1;Plant_1;Article_9866;7.680,0000000000
Supplier_1;Plant_1;Article_9853;3.200,0000000000
Supplier_1;Plant_1;Article_9845;240,0000000000
Supplier_1;Plant_1;Article_9841;162,0000000000
Supplier_1;Plant_1;Article_9827;5.120,0000000000
Supplier_1;Plant_1;Article_9911;5.120,0000000000
Supplier_1;Plant_1;Article_9901;9.680,0000000000
Supplier_1;Plant_1;Article_9887;1.200,0000000000
Supplier_1;Plant_1;Article_9875;1.920,0000000000
Supplier_1;Plant_1;Article_9550;960,0000000000
Supplier_1;Plant_1;Article_9554;240,0000000000
Supplier_1;Plant_1;Article_9563;1.280,0000000000
Supplier_1;Plant_1;Article_9571;1.280,0000000000
Supplier_1;Plant_1;Article_2887;4.200,0000000000
Supplier_1;Plant_1;Article_2891;4.200,0000000000
Supplier_1;Plant_1;Article_2903;5.600,0000000000
Supplier_1;Plant_1;Article_2914;5.600,0000000000
Supplier_1;Plant_1;Article_2652;960,0000000000
Supplier_1;Plant_1;Article_1820;180,0000000000
Supplier_1;Plant_1;Article_1830;1.920,0000000000
Supplier_1;Plant_1;Article_1804;900,0000000000
Supplier_1;Plant_1;Article_1815;1.620,0000000000
Supplier_1;Plant_1;Article_1865;360,0000000000
Supplier_1;Plant_1;Article_8310;7.680,0000000000
Supplier_42;Plant_1;Article_9861;64,0000000000
Supplier_42;Plant_1;Article_9858;3.168,0000000000
Supplier_42;Plant_1;Article_9851;3.168,0000000000
Supplier_42;Plant_1;Article_9843;1.248,0000000000
Supplier_42;Plant_1;Article_9837;1.248,0000000000
Supplier_42;Plant_1;Article_9285;1.280,0000000000
Supplier_42;Plant_1;Article_9282;1.280,0000000000
Supplier_42;Plant_1;Article_9247;1.232,0000000000
Supplier_42;Plant_1;Article_9252;1.204,0000000000
Supplier_42;Plant_1;Article_1529;336,0000000000
Supplier_42;Plant_1;Article_1597;336,0000000000
Supplier_42;Plant_1;Article_3620;128,0000000000
Supplier_42;Plant_1;Article_3575;1.248,0000000000
Supplier_42;Plant_1;Article_3568;1.680,0000000000
Supplier_42;Plant_1;Article_3591;544,0000000000
Supplier_42;Plant_1;Article_3583;1.248,0000000000
Supplier_42;Plant_1;Article_3680;128,0000000000
Supplier_42;Plant_1;Article_3672;1.680,0000000000
Supplier_42;Plant_1;Article_8469;4.472,0000000000
Supplier_42;Plant_1;Article_8463;4.472,0000000000
Supplier_42;Plant_1;Article_8185;280,0000000000
Supplier_42;Plant_1;Article_8174;280,0000000000
Supplier_42;Plant_1;Article_8177;28,0000000000
Supplier_42;Plant_1;Article_8103;28,0000000000
Supplier_13;Plant_5;Article_6267;3.744,0000000000
Supplier_13;Plant_5;Article_6276;4.584,0000000000
Supplier_13;Plant_5;Article_6272;2.064,0000000000
Supplier_13;Plant_5;Article_6421;1.224,0000000000
Supplier_13;Plant_5;Article_6426;264,0000000000
Supplier_13;Plant_5;Article_6973;240,0000000000
Supplier_344;Plant_5;Article_2445;4.560,0000000000
Supplier_344;Plant_5;Article_10181;1.464,0000000000
Supplier_344;Plant_5;Article_10202;4.608,0000000000
Supplier_344;Plant_5;Article_10195;4.592,0000000000
Supplier_344;Plant_5;Article_10198;1.512,0000000000
Supplier_344;Plant_5;Article_10154;24.180,0000000000
Supplier_344;Plant_5;Article_2449;1.488,0000000000
Supplier_51;Plant_5;Article_7763;864,0000000000
Supplier_14;Plant_5;Article_10165;4.830,0000000000
Supplier_14;Plant_5;Article_1560;11.500,0000000000
Supplier_14;Plant_5;Article_1630;4.334,0000000000
Supplier_14;Plant_5;Article_6721;4.334,0000000000
Supplier_14;Plant_5;Article_7853;537,0000000000
Supplier_14;Plant_5;Article_3463;4.500,0000000000
Supplier_14;Plant_5;Article_3438;4.500,0000000000
Supplier_327;Plant_5;Article_1231;21.000,0000000000
Supplier_326;Plant_5;Article_10073;600,0000000000
Supplier_326;Plant_5;Article_10079;1.800,0000000000
Supplier_326;Plant_5;Article_10032;1.920,0000000000
Supplier_326;Plant_5;Article_6398;2.112,0000000000
Supplier_326;Plant_5;Article_6393;4.048,0000000000
Supplier_326;Plant_5;Article_6576;5.760,0000000000
Supplier_326;Plant_5;Article_3263;6.072,0000000000
Supplier_326;Plant_5;Article_3275;1.984,0000000000
Supplier_326;Plant_5;Article_3286;124,0000000000
Supplier_326;Plant_5;Article_3294;4.464,0000000000
Supplier_326;Plant_5;Article_3306;88,0000000000
Supplier_326;Plant_5;Article_4170;200,0000000000
Supplier_326;Plant_5;Article_4195;176,0000000000
Supplier_326;Plant_5;Article_4190;120,0000000000
Supplier_102;Plant_5;Article_7617;1.152,0000000000
Supplier_102;Plant_5;Article_7623;2.304,0000000000
Supplier_82;Plant_5;Article_7526;2.500,0000000000
Supplier_80;Plant_5;Article_7602;2.000,0000000000
Supplier_351;Plant_5;Article_6941;840,0000000000
Supplier_351;Plant_5;Article_6937;840,0000000000
Supplier_351;Plant_5;Article_7175;70,0000000000
Supplier_351;Plant_5;Article_7170;300,0000000000
Supplier_351;Plant_5;Article_8084;810,0000000000
Supplier_351;Plant_5;Article_8088;810,0000000000
Supplier_351;Plant_5;Article_8067;960,0000000000
Supplier_351;Plant_5;Article_8070;770,0000000000
Supplier_351;Plant_5;Article_4172;20,0000000000
Supplier_351;Plant_5;Article_4026;80,0000000000
Supplier_351;Plant_5;Article_4045;1.640,0000000000
Supplier_351;Plant_5;Article_3954;30,0000000000
Supplier_351;Plant_5;Article_3946;60,0000000000
Supplier_351;Plant_5;Article_3994;30,0000000000
Supplier_351;Plant_5;Article_3986;380,0000000000
Supplier_351;Plant_5;Article_3982;390,0000000000
Supplier_351;Plant_5;Article_3975;380,0000000000
Supplier_351;Plant_5;Article_4016;120,0000000000
Supplier_351;Plant_5;Article_4013;120,0000000000
Supplier_351;Plant_5;Article_4007;120,0000000000
Supplier_351;Plant_5;Article_3827;10,0000000000
Supplier_351;Plant_5;Article_3833;10,0000000000
Supplier_351;Plant_5;Article_3816;10,0000000000
Supplier_351;Plant_5;Article_3820;20,0000000000
Supplier_351;Plant_5;Article_3849;160,0000000000
Supplier_351;Plant_5;Article_3856;220,0000000000
Supplier_351;Plant_5;Article_3838;150,0000000000
Supplier_351;Plant_5;Article_3843;220,0000000000
Supplier_351;Plant_5;Article_3876;10,0000000000
Supplier_351;Plant_5;Article_3882;20,0000000000
Supplier_351;Plant_5;Article_3860;10,0000000000
Supplier_351;Plant_5;Article_3867;20,0000000000
Supplier_351;Plant_5;Article_3898;10,0000000000
Supplier_351;Plant_5;Article_5926;70,0000000000
Supplier_351;Plant_5;Article_297;65,0000000000
Supplier_351;Plant_5;Article_7903;1.900,0000000000
Supplier_351;Plant_5;Article_10137;25,0000000000
Supplier_351;Plant_5;Article_10135;360,0000000000
Supplier_351;Plant_5;Article_10132;40,0000000000
Supplier_351;Plant_5;Article_10150;940,0000000000
Supplier_351;Plant_5;Article_10141;930,0000000000
Supplier_351;Plant_5;Article_10146;40,0000000000
Supplier_351;Plant_5;Article_10189;1.920,0000000000
Supplier_351;Plant_5;Article_9268;80,0000000000
Supplier_351;Plant_5;Article_9229;280,0000000000
Supplier_351;Plant_5;Article_9238;20,0000000000
Supplier_351;Plant_5;Article_9213;60,0000000000
Supplier_351;Plant_5;Article_9221;20,0000000000
Supplier_351;Plant_5;Article_9190;300,0000000000
Supplier_351;Plant_5;Article_9201;100,0000000000
Supplier_351;Plant_5;Article_9320;280,0000000000
Supplier_351;Plant_5;Article_9306;40,0000000000
Supplier_351;Plant_5;Article_9314;100,0000000000
Supplier_351;Plant_5;Article_9293;320,0000000000
Supplier_351;Plant_5;Article_9300;100,0000000000
Supplier_351;Plant_5;Article_9296;320,0000000000
Supplier_351;Plant_5;Article_9271;320,0000000000
Supplier_351;Plant_5;Article_9283;120,0000000000
Supplier_351;Plant_5;Article_9388;100,0000000000
Supplier_351;Plant_5;Article_9380;280,0000000000
Supplier_351;Plant_5;Article_9369;20,0000000000
Supplier_43;Plant_12;Article_9481;1.800,0000000000
Supplier_43;Plant_12;Article_10161;1.800,0000000000
Supplier_58;Plant_12;Article_9088;400,0000000000
Supplier_162;Plant_12;Article_9969;3.600,0000000000
Supplier_32;Plant_12;Article_9913;3.000,0000000000
Supplier_37;Plant_12;Article_9363;3.600,0000000000
Supplier_26;Plant_9;Article_9679;390,0000000000
Supplier_26;Plant_9;Article_10128;720,0000000000
Supplier_26;Plant_9;Article_10123;576,0000000000
Supplier_26;Plant_9;Article_10117;576,0000000000
Supplier_26;Plant_9;Article_10139;560,0000000000
Supplier_26;Plant_9;Article_10006;280,0000000000
Supplier_26;Plant_9;Article_10057;272,0000000000
Supplier_26;Plant_9;Article_10069;400,0000000000
Supplier_26;Plant_9;Article_6326;2.000,0000000000
Supplier_26;Plant_9;Article_6328;1.000,0000000000
Supplier_26;Plant_9;Article_6333;2.100,0000000000
Supplier_26;Plant_9;Article_6216;35,0000000000
Supplier_26;Plant_9;Article_6242;288,0000000000
Supplier_26;Plant_9;Article_6236;1.680,0000000000
Supplier_26;Plant_9;Article_6249;60,0000000000
Supplier_26;Plant_9;Article_6444;336,0000000000
Supplier_26;Plant_9;Article_6408;600,0000000000
