#location_org,location_dest,commodity_name,demand,Org_Country,Des_country,weight,vol,Weight per package,Volume per package,Split amount,Dock,Search Result,Start pos,End Pos,Length,Text,Count _,Pos last _,Sustitute last _
Supplier_115,Plant_3,Article_2453,2000,DE_W,DE_W,63.76,0.464256,63.76,0.464256,1,4,FTL||Supplier_115||Plant_3||FTL_DE_W-DE_W_500,33,37,45,DE_W_500,6,42,FTL||Supplier_115||Plant_3||FTL_DE_W-DE_W!500
Supplier_115,Plant_3,Article_2515,2000,DE_W,DE_W,20.94,0.116064,20.94,0.116064,1,1,FTL||Supplier_115||Plant_3||FTL_DE_W-DE_W_500,33,37,45,DE_W_500,6,42,FTL||Supplier_115||Plant_3||FTL_DE_W-DE_W!500
Supplier_115,Plant_3,Article_2508,1750,DE_W,DE_W,37.349999925,0.290159975,37.349999925,0.290159975,1,1,FTL||Supplier_115||Plant_3||FTL_DE_W-DE_W_500,33,37,45,DE_W_500,6,42,FTL||Supplier_115||Plant_3||FTL_DE_W-DE_W!500
Supplier_115,Plant_3,Article_2525,1600,DE_W,DE_W,33.88,0.232128,33.88,0.232128,1,1,FTL||Supplier_115||Plant_3||FTL_DE_W-DE_W_500,33,37,45,DE_W_500,6,42,FTL||Supplier_115||Plant_3||FTL_DE_W-DE_W!500
Supplier_115,Plant_3,Article_2499,504,DE_W,DE_W,10.5500000088,0.0580320216,10.5500000088,0.0580320216,1,4,FTL||Supplier_115||Plant_3||FTL_DE_W-DE_W_500,33,37,45,DE_W_500,6,42,FTL||Supplier_115||Plant_3||FTL_DE_W-DE_W!500
Supplier_115,Plant_3,Article_2568,882,DE_W,DE_W,27.870000039,0.1740960396,27.870000039,0.1740960396,1,4,FTL||Supplier_115||Plant_3||FTL_DE_W-DE_W_500,33,37,45,DE_W_500,6,42,FTL||Supplier_115||Plant_3||FTL_DE_W-DE_W!500
Supplier_115,Plant_3,Article_2582,1968,DE_W,DE_W,43.1199999888,0.4642559232,43.1199999888,0.4642559232,1,2,FTL||Supplier_115||Plant_3||FTL_DE_W-DE_W_500,33,37,45,DE_W_500,6,42,FTL||Supplier_115||Plant_3||FTL_DE_W-DE_W!500
Supplier_115,Plant_3,Article_2548,2000,DE_W,DE_W,11.57,0.058032,11.57,0.058032,1,4,FTL||Supplier_115||Plant_3||FTL_DE_W-DE_W_500,33,37,45,DE_W_500,6,42,FTL||Supplier_115||Plant_3||FTL_DE_W-DE_W!500
Supplier_115,Plant_3,Article_2589,2200,DE_W,DE_W,20.25999998,0.04492796,20.25999998,0.04492796,1,4,FTL||Supplier_115||Plant_3||FTL_DE_W-DE_W_500,33,37,45,DE_W_500,6,42,FTL||Supplier_115||Plant_3||FTL_DE_W-DE_W!500
Supplier_115,Plant_3,Article_2314,972,DE_W,DE_W,81.9900000468,0.5222879676,81.9900000468,0.5222879676,1,1,FTL||Supplier_115||Plant_3||FTL_DE_W-DE_W_500,33,37,45,DE_W_500,6,42,FTL||Supplier_115||Plant_3||FTL_DE_W-DE_W!500
Supplier_115,Plant_3,Article_2392,972,DE_W,DE_W,81.9900000468,0.5222879676,81.9900000468,0.5222879676,1,3,FTL||Supplier_115||Plant_3||FTL_DE_W-DE_W_500,33,37,45,DE_W_500,6,42,FTL||Supplier_115||Plant_3||FTL_DE_W-DE_W!500
Supplier_115,Plant_3,Article_2379,1050,DE_W,DE_W,24.289999965,0.406224,24.289999965,0.406224,1,4,FTL||Supplier_115||Plant_3||FTL_DE_W-DE_W_500,33,37,45,DE_W_500,6,42,FTL||Supplier_115||Plant_3||FTL_DE_W-DE_W!500
Supplier_115,Plant_3,Article_2371,900,DE_W,DE_W,20.81999997,0.348192,20.81999997,0.348192,1,3,FTL||Supplier_115||Plant_3||FTL_DE_W-DE_W_500,33,37,45,DE_W_500,6,42,FTL||Supplier_115||Plant_3||FTL_DE_W-DE_W!500
Supplier_115,Plant_3,Article_3429,600,DE_W,DE_W,12.78,0.059904,12.78,0.059904,1,2,FTL||Supplier_115||Plant_3||FTL_DE_W-DE_W_500,33,37,45,DE_W_500,6,42,FTL||Supplier_115||Plant_3||FTL_DE_W-DE_W!500
Supplier_115,Plant_3,Article_3411,600,DE_W,DE_W,12.78,0.059904,12.78,0.059904,1,1,FTL||Supplier_115||Plant_3||FTL_DE_W-DE_W_500,33,37,45,DE_W_500,6,42,FTL||Supplier_115||Plant_3||FTL_DE_W-DE_W!500
Supplier_239,Plant_3,Article_2012,192,DE_W,DE_W,68.16,1.16736,68.16,1.16736,1,5,FTL||Supplier_239||Plant_3||FTL_DE_W-DE_W_250,33,37,45,DE_W_250,6,42,FTL||Supplier_239||Plant_3||FTL_DE_W-DE_W!250
Supplier_239,Plant_3,Article_2946,10000,DE_W,DE_W,2.28,0.02688,2.28,0.02688,1,5,FTL||Supplier_239||Plant_3||FTL_DE_W-DE_W_250,33,37,45,DE_W_250,6,42,FTL||Supplier_239||Plant_3||FTL_DE_W-DE_W!250
