#location_org;location_dest;commodity_name;demand
Supplier_45;Plant_9;Article_10097;321,4285714286
Supplier_45;Plant_9;Article_9982;14,2857142857
Supplier_45;Plant_9;Article_9993;14,2857142857
Supplier_45;Plant_9;Article_6246;51,4285714286
Supplier_45;Plant_9;Article_6589;176,4285714286
Supplier_45;Plant_9;Article_6594;25,7142857143
Supplier_45;Plant_9;Article_6598;30,0000000000
Supplier_45;Plant_9;Article_6503;28,5714285714
Supplier_45;Plant_9;Article_6516;7,1428571429
Supplier_45;Plant_9;Article_7072;185,7142857143
Supplier_45;Plant_9;Article_7905;40,0000000000
Supplier_44;Plant_9;Article_9813;68,0000000000
Supplier_44;Plant_9;Article_9820;130,2857142857
Supplier_358;Plant_9;Article_7300;102,8571428571
Supplier_358;Plant_9;Article_7212;102,8571428571
Supplier_358;Plant_9;Article_7226;1.200,0000000000
Supplier_358;Plant_9;Article_7103;34,2857142857
Supplier_358;Plant_9;Article_7095;34,2857142857
Supplier_358;Plant_9;Article_7215;34,2857142857
Supplier_358;Plant_9;Article_7202;34,2857142857
Supplier_358;Plant_9;Article_6107;34,2857142857
Supplier_358;Plant_9;Article_7534;445,7142857143
Supplier_358;Plant_9;Article_7529;685,7142857143
Supplier_358;Plant_9;Article_9640;102,8571428571
Supplier_358;Plant_9;Article_8714;68,5714285714
Supplier_358;Plant_9;Article_8705;171,4285714286
Supplier_358;Plant_9;Article_8693;34,2857142857
Supplier_33;Plant_9;Article_9776;27,4285714286
Supplier_33;Plant_9;Article_9742;457,1428571429
Supplier_33;Plant_9;Article_9745;64,0000000000
Supplier_33;Plant_9;Article_10136;200,0000000000
Supplier_33;Plant_9;Article_10133;231,4285714286
Supplier_33;Plant_9;Article_10083;27,4285714286
Supplier_33;Plant_9;Article_10087;411,4285714286
Supplier_33;Plant_9;Article_6586;171,4285714286
Supplier_33;Plant_9;Article_7068;66,2857142857
Supplier_40;Plant_9;Article_10114;428,5714285714
Supplier_40;Plant_9;Article_10105;428,5714285714
Supplier_26;Plant_9;Article_9679;167,1428571429
Supplier_26;Plant_9;Article_10128;102,8571428571
Supplier_26;Plant_9;Article_10123;87,4285714286
Supplier_26;Plant_9;Article_10117;87,4285714286
Supplier_26;Plant_9;Article_10139;88,0000000000
Supplier_26;Plant_9;Article_10006;40,0000000000
Supplier_26;Plant_9;Article_10057;77,7142857143
Supplier_26;Plant_9;Article_10069;57,1428571429
Supplier_26;Plant_9;Article_6326;285,7142857143
Supplier_26;Plant_9;Article_6328;142,8571428571
Supplier_26;Plant_9;Article_6333;250,0000000000
Supplier_26;Plant_9;Article_6216;35,0000000000
Supplier_26;Plant_9;Article_6224;14,8571428571
Supplier_26;Plant_9;Article_6230;68,5714285714
Supplier_26;Plant_9;Article_6242;68,5714285714
Supplier_26;Plant_9;Article_6236;208,0000000000
Supplier_26;Plant_9;Article_6249;34,2857142857
Supplier_26;Plant_9;Article_6439;8,5714285714
Supplier_26;Plant_9;Article_6444;41,1428571429
Supplier_26;Plant_9;Article_6408;171,4285714286
Supplier_26;Plant_9;Article_6580;10,2857142857
Supplier_26;Plant_9;Article_6556;308,0000000000
Supplier_26;Plant_9;Article_6560;428,5714285714
Supplier_26;Plant_9;Article_6514;120,0000000000
Supplier_26;Plant_9;Article_6490;120,0000000000
Supplier_26;Plant_9;Article_6499;60,0000000000
Supplier_26;Plant_9;Article_6543;1.071,4285714286
Supplier_26;Plant_9;Article_6647;54,2857142857
Supplier_26;Plant_9;Article_6995;185,1428571429
Supplier_26;Plant_9;Article_7547;156,0000000000
Supplier_26;Plant_9;Article_7541;286,0000000000
Supplier_26;Plant_9;Article_7530;428,5714285714
Supplier_26;Plant_9;Article_7772;6,8571428571
Supplier_26;Plant_9;Article_7776;5,1428571429
Supplier_26;Plant_9;Article_9495;5,1428571429
Supplier_355;Plant_9;Article_8695;142,8571428571
Supplier_131;Plant_9;Article_6664;1.071,4285714286
Supplier_325;Plant_9;Article_9990;42,8571428571
Supplier_325;Plant_9;Article_10000;42,8571428571
Supplier_42;Plant_9;Article_9701;185,1428571429
Supplier_42;Plant_9;Article_9789;185,7142857143
Supplier_42;Plant_9;Article_9795;187,4285714286
Supplier_42;Plant_9;Article_9762;180,0000000000
Supplier_42;Plant_9;Article_9765;425,1428571429
Supplier_42;Plant_9;Article_9752;82,8571428571
Supplier_42;Plant_9;Article_9757;89,1428571429
Supplier_42;Plant_9;Article_10020;57,1428571429
Supplier_42;Plant_9;Article_10028;46,2857142857
Supplier_42;Plant_9;Article_10026;15,4285714286
Supplier_42;Plant_9;Article_10052;267,4285714286
Supplier_42;Plant_9;Article_6280;36,0000000000
Supplier_42;Plant_9;Article_6284;25,7142857143
Supplier_42;Plant_9;Article_6287;326,8571428571
Supplier_42;Plant_9;Article_7113;11,4285714286
Supplier_42;Plant_9;Article_7211;15,4285714286
Supplier_42;Plant_9;Article_7797;80,0000000000
Supplier_42;Plant_9;Article_7769;4,2857142857
Supplier_42;Plant_9;Article_7770;72,8571428571
Supplier_42;Plant_9;Article_7765;4,2857142857
Supplier_42;Plant_9;Article_7779;64,0000000000
Supplier_42;Plant_9;Article_7781;61,7142857143
Supplier_347;Plant_9;Article_7328;60,0000000000
Supplier_347;Plant_9;Article_7332;342,8571428571
Supplier_347;Plant_9;Article_7338;60,0000000000
Supplier_347;Plant_9;Article_7341;42,8571428571
Supplier_347;Plant_9;Article_7342;171,4285714286
Supplier_347;Plant_9;Article_7349;420,0000000000
Supplier_347;Plant_9;Article_7216;171,4285714286
Supplier_347;Plant_9;Article_7201;171,4285714286
Supplier_347;Plant_9;Article_7203;150,0000000000
Supplier_347;Plant_9;Article_7223;171,4285714286
Supplier_347;Plant_9;Article_7511;42,8571428571
Supplier_347;Plant_9;Article_7498;30,0000000000
Supplier_347;Plant_9;Article_7546;21,4285714286
Supplier_347;Plant_9;Article_2512;257,1428571429
Supplier_347;Plant_9;Article_2493;85,7142857143
Supplier_347;Plant_9;Article_2486;90,0000000000
Supplier_347;Plant_9;Article_2507;90,0000000000
Supplier_347;Plant_9;Article_2501;30,0000000000
Supplier_347;Plant_9;Article_2561;30,0000000000
Supplier_347;Plant_9;Article_2566;90,0000000000
Supplier_347;Plant_9;Article_2584;42,8571428571
Supplier_347;Plant_9;Article_2545;30,0000000000
Supplier_347;Plant_9;Article_2590;278,5714285714
Supplier_347;Plant_9;Article_2594;257,1428571429
Supplier_347;Plant_9;Article_2599;257,1428571429
Supplier_347;Plant_9;Article_2606;257,1428571429
Supplier_347;Plant_9;Article_9735;171,4285714286
Supplier_347;Plant_9;Article_9707;120,0000000000
Supplier_347;Plant_9;Article_9758;30,0000000000
Supplier_347;Plant_9;Article_7743;85,7142857143
Supplier_347;Plant_9;Article_7739;85,7142857143
Supplier_347;Plant_9;Article_7715;85,7142857143
Supplier_347;Plant_9;Article_7712;85,7142857143
Supplier_347;Plant_9;Article_8586;102,8571428571
Supplier_347;Plant_9;Article_8592;137,1428571429
Supplier_347;Plant_9;Article_8667;120,0000000000
Supplier_347;Plant_9;Article_8654;120,0000000000
Supplier_163;Plant_3;Article_4720;3.005,3571428571
Supplier_334;Plant_3;Article_3947;812,5714285714
Supplier_334;Plant_3;Article_4487;828,0000000000
Supplier_59;Plant_3;Article_7980;2.650,0000000000
Supplier_183;Plant_3;Article_332;125.714,2857142857
Supplier_309;Plant_3;Article_2091;648,0000000000
Supplier_18;Plant_3;Article_8395;4.800,0000000000
Supplier_12;Plant_3;Article_2298;3.214,2857142857
Supplier_12;Plant_3;Article_2765;1.357,1428571429
Supplier_209;Plant_3;Article_2332;5.367,8571428571
Supplier_53;Plant_3;Article_5236;750,0000000000
Supplier_79;Plant_3;Article_2790;9.142,8571428571
Supplier_79;Plant_3;Article_2844;16.000,0000000000
Supplier_79;Plant_3;Article_7152;33.000,0000000000
Supplier_79;Plant_3;Article_4683;5.464,2857142857
Supplier_79;Plant_3;Article_4716;2.957,1428571429
Supplier_191;Plant_3;Article_9931;84.480,0000000000
Supplier_346;Plant_3;Article_4467;756,0000000000
Supplier_346;Plant_3;Article_4510;21,6000000000
Supplier_59;Plant_10;Article_3218;4.406,2500000000
Supplier_249;Plant_10;Article_7119;2.640,0000000000
Supplier_249;Plant_10;Article_7123;2.712,0000000000
Supplier_162;Plant_1;Article_9968;15.000,0000000000
Supplier_1;Plant_1;Article_9971;2.560,0000000000
Supplier_1;Plant_1;Article_9953;2.560,0000000000
Supplier_1;Plant_1;Article_9963;160,0000000000
Supplier_1;Plant_1;Article_9947;2.880,0000000000
Supplier_1;Plant_1;Article_9951;2.740,0000000000
Supplier_1;Plant_1;Article_9869;640,0000000000
Supplier_1;Plant_1;Article_9866;7.680,0000000000
Supplier_1;Plant_1;Article_9853;3.200,0000000000
Supplier_1;Plant_1;Article_9845;240,0000000000
Supplier_1;Plant_1;Article_9841;324,0000000000
Supplier_1;Plant_1;Article_9827;5.120,0000000000
Supplier_1;Plant_1;Article_9911;5.120,0000000000
Supplier_1;Plant_1;Article_9901;4.840,0000000000
Supplier_1;Plant_1;Article_9893;4.840,0000000000
Supplier_1;Plant_1;Article_9887;2.160,0000000000
Supplier_1;Plant_1;Article_9875;2.640,0000000000
Supplier_1;Plant_1;Article_9550;480,0000000000
Supplier_1;Plant_1;Article_9563;2.560,0000000000
Supplier_1;Plant_1;Article_9571;2.560,0000000000
Supplier_1;Plant_1;Article_2887;4.200,0000000000
Supplier_1;Plant_1;Article_2891;4.200,0000000000
Supplier_1;Plant_1;Article_2903;2.800,0000000000
Supplier_1;Plant_1;Article_2914;2.800,0000000000
Supplier_1;Plant_1;Article_2652;960,0000000000
Supplier_1;Plant_1;Article_1830;960,0000000000
Supplier_1;Plant_1;Article_1804;180,0000000000
Supplier_1;Plant_1;Article_1815;720,0000000000
Supplier_1;Plant_1;Article_1865;720,0000000000
Supplier_36;Plant_1;Article_7151;1.500,0000000000
Supplier_36;Plant_1;Article_7130;600,0000000000
Supplier_36;Plant_1;Article_7139;1.500,0000000000
Supplier_36;Plant_1;Article_7128;1.500,0000000000
Supplier_156;Plant_1;Article_1715;65.000,0000000000
Supplier_42;Plant_1;Article_9861;32,0000000000
Supplier_42;Plant_1;Article_9858;3.104,0000000000
Supplier_42;Plant_1;Article_9851;3.104,0000000000
Supplier_42;Plant_1;Article_9843;1.248,0000000000
Supplier_42;Plant_1;Article_9837;1.248,0000000000
Supplier_42;Plant_1;Article_9285;1.040,0000000000
Supplier_42;Plant_1;Article_9282;1.040,0000000000
Supplier_42;Plant_1;Article_9247;840,0000000000
Supplier_42;Plant_1;Article_9252;840,0000000000
Supplier_42;Plant_1;Article_1529;476,0000000000
Supplier_42;Plant_1;Article_1597;504,0000000000
Supplier_42;Plant_1;Article_3575;512,0000000000
Supplier_42;Plant_1;Article_3568;588,0000000000
Supplier_42;Plant_1;Article_3591;64,0000000000
Supplier_42;Plant_1;Article_3583;512,0000000000
Supplier_42;Plant_1;Article_3672;588,0000000000
Supplier_42;Plant_1;Article_8469;4.368,0000000000
Supplier_42;Plant_1;Article_8463;4.368,0000000000
Supplier_42;Plant_1;Article_8185;280,0000000000
Supplier_42;Plant_1;Article_8174;280,0000000000
Supplier_17;Plant_1;Article_6768;180,0000000000
Supplier_17;Plant_1;Article_6764;130,0000000000
Supplier_17;Plant_1;Article_6777;1.450,0000000000
Supplier_17;Plant_1;Article_6731;9,0000000000
Supplier_17;Plant_1;Article_6728;70,0000000000
Supplier_17;Plant_1;Article_6724;1.170,0000000000
Supplier_17;Plant_1;Article_6732;10,0000000000
Supplier_17;Plant_1;Article_6745;250,0000000000
Supplier_17;Plant_1;Article_6741;9,0000000000
Supplier_17;Plant_1;Article_6751;162,0000000000
Supplier_17;Plant_1;Article_6746;40,0000000000
Supplier_17;Plant_1;Article_7192;18,0000000000
Supplier_17;Plant_1;Article_7186;20,0000000000
Supplier_17;Plant_1;Article_6466;700,0000000000
Supplier_17;Plant_1;Article_7896;400,0000000000
Supplier_14;Plant_5;Article_10165;3.640,0000000000
Supplier_14;Plant_5;Article_1560;7.250,0000000000
Supplier_14;Plant_5;Article_1630;3.036,0000000000
Supplier_14;Plant_5;Article_6721;3.036,0000000000
Supplier_14;Plant_5;Article_7853;342,0000000000
Supplier_14;Plant_5;Article_3463;3.500,0000000000
Supplier_14;Plant_5;Article_3438;3.000,0000000000
Supplier_344;Plant_5;Article_10181;1.008,0000000000
Supplier_344;Plant_5;Article_10202;3.600,0000000000
Supplier_344;Plant_5;Article_10195;3.584,0000000000
Supplier_344;Plant_5;Article_10198;1.008,0000000000
Supplier_344;Plant_5;Article_10154;18.525,0000000000
Supplier_351;Plant_5;Article_7175;120,0000000000
Supplier_351;Plant_5;Article_7170;220,0000000000
Supplier_351;Plant_5;Article_8084;670,0000000000
Supplier_351;Plant_5;Article_8088;660,0000000000
Supplier_351;Plant_5;Article_8067;670,0000000000
Supplier_351;Plant_5;Article_8070;670,0000000000
Supplier_351;Plant_5;Article_4026;90,0000000000
Supplier_351;Plant_5;Article_4045;1.360,0000000000
