Results from runnning alns on input file instance AT-DE_W

Instance,Initial_Obj,Best_Obj,Run_Time,Segments,Segment_length
1491,22.0,0.0,0.0,0.0,0.0
1492,23.0,0.0,0.0,0.0,0.0
1493,23.0,0.0,0.0,0.0,0.0
1494,23.0,0.0,0.0,0.0,0.0
1495,23.0,0.0,0.0,0.0,0.0
1496,23.0,0.0,0.0,0.0,0.0
1497,23.0,0.0,0.0,0.0,0.0
1498,24.0,0.0,0.0,0.0,0.0
1499,24.0,0.0,0.0,0.0,0.0
1500,24.0,0.0,0.0,0.0,0.0
1501,0.0,0.0,0.0,0.0,0.0
1502,0.0,0.0,0.0,0.0,0.0
1503,0.0,0.0,0.0,0.0,0.0
1504,0.0,0.0,0.0,0.0,0.0
1505,0.0,0.0,0.0,0.0,0.0
1506,1.0,0.0,0.0,0.0,0.0
1507,1.0,0.0,0.0,0.0,0.0
1508,1.0,0.0,0.0,0.0,0.0
1509,2.0,0.0,0.0,0.0,0.0
1510,2.0,0.0,0.0,0.0,0.0
1511,2.0,0.0,0.0,0.0,0.0
1512,2.0,0.0,0.0,0.0,0.0
1513,2.0,0.0,0.0,0.0,0.0
1514,2.0,0.0,0.0,0.0,0.0
1515,2.0,0.0,0.0,0.0,0.0
1516,2.0,0.0,0.0,0.0,0.0
1517,2.0,0.0,0.0,0.0,0.0
1518,2.0,0.0,0.0,0.0,0.0
1519,10.0,0.0,0.0,0.0,0.0
1520,10.0,0.0,0.0,0.0,0.0
1521,10.0,0.0,0.0,0.0,0.0
1522,10.0,0.0,0.0,0.0,0.0
1523,10.0,0.0,0.0,0.0,0.0
1524,11.0,0.0,0.0,0.0,0.0
1525,11.0,0.0,0.0,0.0,0.0
1526,11.0,0.0,0.0,0.0,0.0
1527,11.0,0.0,0.0,0.0,0.0
1528,11.0,0.0,0.0,0.0,0.0
1529,11.0,0.0,0.0,0.0,0.0
1530,11.0,0.0,0.0,0.0,0.0
1531,11.0,0.0,0.0,0.0,0.0
1532,11.0,0.0,0.0,0.0,0.0
1533,11.0,0.0,0.0,0.0,0.0
1534,11.0,0.0,0.0,0.0,0.0
1535,11.0,0.0,0.0,0.0,0.0
1536,11.0,0.0,0.0,0.0,0.0
1537,11.0,0.0,0.0,0.0,0.0
1538,11.0,0.0,0.0,0.0,0.0
1539,11.0,0.0,0.0,0.0,0.0
1540,11.0,0.0,0.0,0.0,0.0
1541,11.0,0.0,0.0,0.0,0.0
1542,11.0,0.0,0.0,0.0,0.0
1543,11.0,0.0,0.0,0.0,0.0
1544,11.0,0.0,0.0,0.0,0.0
1545,11.0,0.0,0.0,0.0,0.0
1546,11.0,0.0,0.0,0.0,0.0
1547,11.0,0.0,0.0,0.0,0.0
1548,11.0,0.0,0.0,0.0,0.0
1549,11.0,0.0,0.0,0.0,0.0
1550,12.0,0.0,0.0,0.0,0.0
1551,12.0,0.0,0.0,0.0,0.0
1552,12.0,0.0,0.0,0.0,0.0
1553,12.0,0.0,0.0,0.0,0.0
1554,12.0,0.0,0.0,0.0,0.0
1555,12.0,0.0,0.0,0.0,0.0
1556,12.0,0.0,0.0,0.0,0.0
1557,12.0,0.0,0.0,0.0,0.0
1558,12.0,0.0,0.0,0.0,0.0
1559,12.0,0.0,0.0,0.0,0.0
1560,12.0,0.0,0.0,0.0,0.0
1561,12.0,0.0,0.0,0.0,0.0
1562,12.0,0.0,0.0,0.0,0.0
1563,12.0,0.0,0.0,0.0,0.0
1564,12.0,0.0,0.0,0.0,0.0
1565,12.0,0.0,0.0,0.0,0.0
1566,12.0,0.0,0.0,0.0,0.0
1567,12.0,0.0,0.0,0.0,0.0
1568,12.0,0.0,0.0,0.0,0.0
1569,12.0,0.0,0.0,0.0,0.0
1570,13.0,0.0,0.0,0.0,0.0
1571,13.0,0.0,0.0,0.0,0.0
1572,13.0,0.0,0.0,0.0,0.0
1573,13.0,0.0,0.0,0.0,0.0
1574,14.0,0.0,0.0,0.0,0.0
1575,14.0,0.0,0.0,0.0,0.0
1576,14.0,0.0,0.0,0.0,0.0
1577,15.0,0.0,0.0,0.0,0.0
1578,15.0,0.0,0.0,0.0,0.0
1579,15.0,0.0,0.0,0.0,0.0
1580,15.0,0.0,0.0,0.0,0.0
1581,15.0,0.0,0.0,0.0,0.0
1582,15.0,0.0,0.0,0.0,0.0
1583,15.0,0.0,0.0,0.0,0.0
1584,15.0,0.0,0.0,0.0,0.0
1585,15.0,0.0,0.0,0.0,0.0
1586,15.0,0.0,0.0,0.0,0.0
1587,15.0,0.0,0.0,0.0,0.0
1588,15.0,0.0,0.0,0.0,0.0
1589,15.0,0.0,0.0,0.0,0.0
1590,15.0,0.0,0.0,0.0,0.0
1591,15.0,0.0,0.0,0.0,0.0
1592,15.0,0.0,0.0,0.0,0.0
1593,15.0,0.0,0.0,0.0,0.0
1594,15.0,0.0,0.0,0.0,0.0
1595,15.0,0.0,0.0,0.0,0.0
1596,15.0,0.0,0.0,0.0,0.0
1597,15.0,0.0,0.0,0.0,0.0
1598,15.0,0.0,0.0,0.0,0.0
1599,15.0,0.0,0.0,0.0,0.0
1600,15.0,0.0,0.0,0.0,0.0
1601,0.0,0.0,0.0,0.0,0.0
1602,0.0,0.0,0.0,0.0,0.0
1603,0.0,0.0,0.0,0.0,0.0
1604,0.0,0.0,0.0,0.0,0.0
1605,0.0,0.0,0.0,0.0,0.0
1606,0.0,0.0,0.0,0.0,0.0
1607,1.0,0.0,0.0,0.0,0.0
1608,1.0,0.0,0.0,0.0,0.0
1609,1.0,0.0,0.0,0.0,0.0
1610,2.0,0.0,0.0,0.0,0.0
1611,2.0,0.0,0.0,0.0,0.0
1612,2.0,0.0,0.0,0.0,0.0
1613,2.0,0.0,0.0,0.0,0.0
1614,2.0,0.0,0.0,0.0,0.0
1615,2.0,0.0,0.0,0.0,0.0
1616,2.0,0.0,0.0,0.0,0.0
1617,2.0,0.0,0.0,0.0,0.0
1618,2.0,0.0,0.0,0.0,0.0
1619,3.0,0.0,0.0,0.0,0.0
1620,3.0,0.0,0.0,0.0,0.0
1621,3.0,0.0,0.0,0.0,0.0
1622,3.0,0.0,0.0,0.0,0.0
1623,3.0,0.0,0.0,0.0,0.0
1624,4.0,0.0,0.0,0.0,0.0
1625,4.0,0.0,0.0,0.0,0.0
1626,5.0,0.0,0.0,0.0,0.0
1627,5.0,0.0,0.0,0.0,0.0
1628,5.0,0.0,0.0,0.0,0.0
1629,5.0,0.0,0.0,0.0,0.0
1630,5.0,0.0,0.0,0.0,0.0
1631,6.0,0.0,0.0,0.0,0.0
1632,6.0,0.0,0.0,0.0,0.0
1633,6.0,0.0,0.0,0.0,0.0
1634,6.0,0.0,0.0,0.0,0.0
1635,6.0,0.0,0.0,0.0,0.0
1636,7.0,0.0,0.0,0.0,0.0
1637,7.0,0.0,0.0,0.0,0.0
1638,7.0,0.0,0.0,0.0,0.0
1639,7.0,0.0,0.0,0.0,0.0
1640,7.0,0.0,0.0,0.0,0.0
1641,7.0,0.0,0.0,0.0,0.0
1642,7.0,0.0,0.0,0.0,0.0
1643,7.0,0.0,0.0,0.0,0.0
1644,7.0,0.0,0.0,0.0,0.0
1645,7.0,0.0,0.0,0.0,0.0
1646,8.0,0.0,0.0,0.0,0.0
1647,8.0,0.0,0.0,0.0,0.0
1648,8.0,0.0,0.0,0.0,0.0
1649,9.0,0.0,0.0,0.0,0.0
1650,10.0,0.0,0.0,0.0,0.0
1651,10.0,0.0,0.0,0.0,0.0
1652,11.0,0.0,0.0,0.0,0.0
1653,11.0,0.0,0.0,0.0,0.0
1654,11.0,0.0,0.0,0.0,0.0
1655,11.0,0.0,0.0,0.0,0.0
1656,11.0,0.0,0.0,0.0,0.0
1657,11.0,0.0,0.0,0.0,0.0
1658,11.0,0.0,0.0,0.0,0.0
1659,11.0,0.0,0.0,0.0,0.0
1660,11.0,0.0,0.0,0.0,0.0
1661,11.0,0.0,0.0,0.0,0.0
1662,11.0,0.0,0.0,0.0,0.0
1663,11.0,0.0,0.0,0.0,0.0
1664,11.0,0.0,0.0,0.0,0.0
1665,11.0,0.0,0.0,0.0,0.0
1666,11.0,0.0,0.0,0.0,0.0
1667,11.0,0.0,0.0,0.0,0.0
1668,11.0,0.0,0.0,0.0,0.0
1669,11.0,0.0,0.0,0.0,0.0
1670,11.0,0.0,0.0,0.0,0.0
1671,11.0,0.0,0.0,0.0,0.0
1672,12.0,0.0,0.0,0.0,0.0
1673,12.0,0.0,0.0,0.0,0.0
1674,12.0,0.0,0.0,0.0,0.0
1675,12.0,0.0,0.0,0.0,0.0
1676,12.0,0.0,0.0,0.0,0.0
1677,12.0,0.0,0.0,0.0,0.0
1678,12.0,0.0,0.0,0.0,0.0
1679,12.0,0.0,0.0,0.0,0.0
1680,12.0,0.0,0.0,0.0,0.0
1681,12.0,0.0,0.0,0.0,0.0
1682,12.0,0.0,0.0,0.0,0.0
1683,12.0,0.0,0.0,0.0,0.0
1684,12.0,0.0,0.0,0.0,0.0
1685,13.0,0.0,0.0,0.0,0.0
1686,13.0,0.0,0.0,0.0,0.0
1687,13.0,0.0,0.0,0.0,0.0
1688,13.0,0.0,0.0,0.0,0.0
1689,14.0,0.0,0.0,0.0,0.0
1690,14.0,0.0,0.0,0.0,0.0
1691,14.0,0.0,0.0,0.0,0.0
1692,14.0,0.0,0.0,0.0,0.0
1693,14.0,0.0,0.0,0.0,0.0
1694,14.0,0.0,0.0,0.0,0.0
1695,14.0,0.0,0.0,0.0,0.0
1696,14.0,0.0,0.0,0.0,0.0
1697,14.0,0.0,0.0,0.0,0.0
1698,15.0,0.0,0.0,0.0,0.0
1699,15.0,0.0,0.0,0.0,0.0
1700,15.0,0.0,0.0,0.0,0.0
1701,0.0,0.0,0.0,0.0,0.0
1702,0.0,0.0,0.0,0.0,0.0
1703,0.0,0.0,0.0,0.0,0.0
1704,0.0,0.0,0.0,0.0,0.0
1705,0.0,0.0,0.0,0.0,0.0
1706,0.0,0.0,0.0,0.0,0.0
1707,0.0,0.0,0.0,0.0,0.0
1708,0.0,0.0,0.0,0.0,0.0
1709,0.0,0.0,0.0,0.0,0.0
1710,0.0,0.0,0.0,0.0,0.0
1711,0.0,0.0,0.0,0.0,0.0
1712,0.0,0.0,0.0,0.0,0.0
1713,0.0,0.0,0.0,0.0,0.0
1714,0.0,0.0,0.0,0.0,0.0
1715,0.0,0.0,0.0,0.0,0.0
1716,0.0,0.0,0.0,0.0,0.0
1717,0.0,0.0,0.0,0.0,0.0
1718,0.0,0.0,0.0,0.0,0.0
1719,0.0,0.0,0.0,0.0,0.0
1720,0.0,0.0,0.0,0.0,0.0
1721,0.0,0.0,0.0,0.0,0.0
1722,0.0,0.0,0.0,0.0,0.0
1723,0.0,0.0,0.0,0.0,0.0
1724,0.0,0.0,0.0,0.0,0.0
1725,0.0,0.0,0.0,0.0,0.0
1726,0.0,0.0,0.0,0.0,0.0
1727,1.0,0.0,0.0,0.0,0.0
1728,1.0,0.0,0.0,0.0,0.0
1729,1.0,0.0,0.0,0.0,0.0
1730,2.0,0.0,0.0,0.0,0.0
1731,3.0,0.0,0.0,0.0,0.0
1732,4.0,0.0,0.0,0.0,0.0
1733,4.0,0.0,0.0,0.0,0.0
1734,4.0,0.0,0.0,0.0,0.0
1735,4.0,0.0,0.0,0.0,0.0
1736,4.0,0.0,0.0,0.0,0.0
1737,4.0,0.0,0.0,0.0,0.0
1738,4.0,0.0,0.0,0.0,0.0
1739,4.0,0.0,0.0,0.0,0.0
1740,4.0,0.0,0.0,0.0,0.0
1741,4.0,0.0,0.0,0.0,0.0
1742,4.0,0.0,0.0,0.0,0.0
1743,4.0,0.0,0.0,0.0,0.0
1744,5.0,0.0,0.0,0.0,0.0
1745,5.0,0.0,0.0,0.0,0.0
1746,5.0,0.0,0.0,0.0,0.0
1747,5.0,0.0,0.0,0.0,0.0
1748,5.0,0.0,0.0,0.0,0.0
1749,5.0,0.0,0.0,0.0,0.0
1750,5.0,0.0,0.0,0.0,0.0
1751,5.0,0.0,0.0,0.0,0.0
1752,5.0,0.0,0.0,0.0,0.0
1753,6.0,0.0,0.0,0.0,0.0
1754,6.0,0.0,0.0,0.0,0.0
1755,6.0,0.0,0.0,0.0,0.0
1756,6.0,0.0,0.0,0.0,0.0
1757,6.0,0.0,0.0,0.0,0.0
1758,6.0,0.0,0.0,0.0,0.0
1759,6.0,0.0,0.0,0.0,0.0
1760,6.0,0.0,0.0,0.0,0.0
1761,6.0,0.0,0.0,0.0,0.0
1762,6.0,0.0,0.0,0.0,0.0
1763,6.0,0.0,0.0,0.0,0.0
1764,6.0,0.0,0.0,0.0,0.0
1765,6.0,0.0,0.0,0.0,0.0
1766,6.0,0.0,0.0,0.0,0.0
1767,6.0,0.0,0.0,0.0,0.0
1768,6.0,0.0,0.0,0.0,0.0
1769,6.0,0.0,0.0,0.0,0.0
1770,6.0,0.0,0.0,0.0,0.0
1771,6.0,0.0,0.0,0.0,0.0
1772,6.0,0.0,0.0,0.0,0.0
1773,6.0,0.0,0.0,0.0,0.0
1774,6.0,0.0,0.0,0.0,0.0
1775,6.0,0.0,0.0,0.0,0.0
1776,6.0,0.0,0.0,0.0,0.0
1777,6.0,0.0,0.0,0.0,0.0
1778,6.0,0.0,0.0,0.0,0.0
1779,7.0,0.0,0.0,0.0,0.0
1780,7.0,0.0,0.0,0.0,0.0
1781,8.0,0.0,0.0,0.0,0.0
1782,8.0,0.0,0.0,0.0,0.0
1783,8.0,0.0,0.0,0.0,0.0
1784,9.0,0.0,0.0,0.0,0.0
1785,9.0,0.0,0.0,0.0,0.0
1786,9.0,0.0,0.0,0.0,0.0
1787,9.0,0.0,0.0,0.0,0.0
1788,9.0,0.0,0.0,0.0,0.0
1789,9.0,0.0,0.0,0.0,0.0
1790,10.0,0.0,0.0,0.0,0.0
1791,10.0,0.0,0.0,0.0,0.0
1792,10.0,0.0,0.0,0.0,0.0
1793,10.0,0.0,0.0,0.0,0.0
1794,10.0,0.0,0.0,0.0,0.0
1795,10.0,0.0,0.0,0.0,0.0
1796,10.0,0.0,0.0,0.0,0.0
1797,10.0,0.0,0.0,0.0,0.0
1798,10.0,0.0,0.0,0.0,0.0
1799,10.0,0.0,0.0,0.0,0.0
1800,10.0,0.0,0.0,0.0,0.0
1801,0.0,0.0,0.0,0.0,0.0
1802,1.0,0.0,0.0,0.0,0.0
1803,1.0,0.0,0.0,0.0,0.0
1804,1.0,0.0,0.0,0.0,0.0
1805,1.0,0.0,0.0,0.0,0.0
1806,1.0,0.0,0.0,0.0,0.0
1807,1.0,0.0,0.0,0.0,0.0
1808,1.0,0.0,0.0,0.0,0.0
1809,1.0,0.0,0.0,0.0,0.0
1810,1.0,0.0,0.0,0.0,0.0
1811,2.0,0.0,0.0,0.0,0.0
1812,2.0,0.0,0.0,0.0,0.0
1813,3.0,0.0,0.0,0.0,0.0
1814,3.0,0.0,0.0,0.0,0.0
1815,3.0,0.0,0.0,0.0,0.0
1816,3.0,0.0,0.0,0.0,0.0
1817,3.0,0.0,0.0,0.0,0.0
1818,4.0,0.0,0.0,0.0,0.0
1819,4.0,0.0,0.0,0.0,0.0
1820,4.0,0.0,0.0,0.0,0.0
1821,4.0,0.0,0.0,0.0,0.0
1822,4.0,0.0,0.0,0.0,0.0
1823,4.0,0.0,0.0,0.0,0.0
1824,4.0,0.0,0.0,0.0,0.0
1825,4.0,0.0,0.0,0.0,0.0
1826,4.0,0.0,0.0,0.0,0.0
1827,4.0,0.0,0.0,0.0,0.0
1828,4.0,0.0,0.0,0.0,0.0
1829,4.0,0.0,0.0,0.0,0.0
1830,5.0,0.0,0.0,0.0,0.0
1831,5.0,0.0,0.0,0.0,0.0
1832,6.0,0.0,0.0,0.0,0.0
1833,6.0,0.0,0.0,0.0,0.0
1834,7.0,0.0,0.0,0.0,0.0
1835,7.0,0.0,0.0,0.0,0.0
1836,7.0,0.0,0.0,0.0,0.0
1837,7.0,0.0,0.0,0.0,0.0
1838,7.0,0.0,0.0,0.0,0.0
1839,7.0,0.0,0.0,0.0,0.0
1840,7.0,0.0,0.0,0.0,0.0
1841,7.0,0.0,0.0,0.0,0.0
1842,7.0,0.0,0.0,0.0,0.0
1843,7.0,0.0,0.0,0.0,0.0
1844,7.0,0.0,0.0,0.0,0.0
1845,7.0,0.0,0.0,0.0,0.0
1846,7.0,0.0,0.0,0.0,0.0
1847,7.0,0.0,0.0,0.0,0.0
1848,7.0,0.0,0.0,0.0,0.0
1849,8.0,0.0,0.0,0.0,0.0
1850,8.0,0.0,0.0,0.0,0.0
1851,8.0,0.0,0.0,0.0,0.0
1852,8.0,0.0,0.0,0.0,0.0
1853,8.0,0.0,0.0,0.0,0.0
1854,8.0,0.0,0.0,0.0,0.0
1855,8.0,0.0,0.0,0.0,0.0
1856,8.0,0.0,0.0,0.0,0.0
1857,8.0,0.0,0.0,0.0,0.0
1858,9.0,0.0,0.0,0.0,0.0
1859,9.0,0.0,0.0,0.0,0.0
1860,10.0,0.0,0.0,0.0,0.0
1861,10.0,0.0,0.0,0.0,0.0
1862,10.0,0.0,0.0,0.0,0.0
1863,10.0,0.0,0.0,0.0,0.0
1864,10.0,0.0,0.0,0.0,0.0
1865,10.0,0.0,0.0,0.0,0.0
1866,10.0,0.0,0.0,0.0,0.0
1867,10.0,0.0,0.0,0.0,0.0
1868,10.0,0.0,0.0,0.0,0.0
1869,10.0,0.0,0.0,0.0,0.0
1870,11.0,0.0,0.0,0.0,0.0
1871,11.0,0.0,0.0,0.0,0.0
1872,11.0,0.0,0.0,0.0,0.0
1873,11.0,0.0,0.0,0.0,0.0
1874,12.0,0.0,0.0,0.0,0.0
1875,12.0,0.0,0.0,0.0,0.0
1876,12.0,0.0,0.0,0.0,0.0
1877,12.0,0.0,0.0,0.0,0.0
1878,13.0,0.0,0.0,0.0,0.0
1879,14.0,0.0,0.0,0.0,0.0
1880,14.0,0.0,0.0,0.0,0.0
1881,14.0,0.0,0.0,0.0,0.0
1882,14.0,0.0,0.0,0.0,0.0
1883,14.0,0.0,0.0,0.0,0.0
1884,14.0,0.0,0.0,0.0,0.0
1885,14.0,0.0,0.0,0.0,0.0
1886,14.0,0.0,0.0,0.0,0.0
1887,14.0,0.0,0.0,0.0,0.0
1888,14.0,0.0,0.0,0.0,0.0
1889,14.0,0.0,0.0,0.0,0.0
1890,14.0,0.0,0.0,0.0,0.0
1891,14.0,0.0,0.0,0.0,0.0
1892,14.0,0.0,0.0,0.0,0.0
1893,14.0,0.0,0.0,0.0,0.0
1894,14.0,0.0,0.0,0.0,0.0
1895,14.0,0.0,0.0,0.0,0.0
1896,15.0,0.0,0.0,0.0,0.0
1897,15.0,0.0,0.0,0.0,0.0
1898,15.0,0.0,0.0,0.0,0.0
1899,15.0,0.0,0.0,0.0,0.0
1900,15.0,0.0,0.0,0.0,0.0
1901,0.0,0.0,0.0,0.0,0.0
1902,0.0,0.0,0.0,0.0,0.0
1903,0.0,0.0,0.0,0.0,0.0
1904,0.0,0.0,0.0,0.0,0.0
1905,0.0,0.0,0.0,0.0,0.0
1906,0.0,0.0,0.0,0.0,0.0
1907,0.0,0.0,0.0,0.0,0.0
1908,0.0,0.0,0.0,0.0,0.0
1909,0.0,0.0,0.0,0.0,0.0
1910,0.0,0.0,0.0,0.0,0.0
1911,0.0,0.0,0.0,0.0,0.0
1912,0.0,0.0,0.0,0.0,0.0
1913,0.0,0.0,0.0,0.0,0.0
1914,1.0,0.0,0.0,0.0,0.0
1915,1.0,0.0,0.0,0.0,0.0
1916,1.0,0.0,0.0,0.0,0.0
1917,1.0,0.0,0.0,0.0,0.0
1918,1.0,0.0,0.0,0.0,0.0
1919,1.0,0.0,0.0,0.0,0.0
1920,2.0,0.0,0.0,0.0,0.0
1921,2.0,0.0,0.0,0.0,0.0
1922,2.0,0.0,0.0,0.0,0.0
1923,2.0,0.0,0.0,0.0,0.0
1924,2.0,0.0,0.0,0.0,0.0
1925,3.0,0.0,0.0,0.0,0.0
1926,3.0,0.0,0.0,0.0,0.0
1927,3.0,0.0,0.0,0.0,0.0
1928,3.0,0.0,0.0,0.0,0.0
1929,3.0,0.0,0.0,0.0,0.0
1930,3.0,0.0,0.0,0.0,0.0
1931,3.0,0.0,0.0,0.0,0.0
1932,3.0,0.0,0.0,0.0,0.0
1933,4.0,0.0,0.0,0.0,0.0
1934,5.0,0.0,0.0,0.0,0.0
1935,6.0,0.0,0.0,0.0,0.0
1936,6.0,0.0,0.0,0.0,0.0
1937,6.0,0.0,0.0,0.0,0.0
1938,6.0,0.0,0.0,0.0,0.0
1939,6.0,0.0,0.0,0.0,0.0
1940,6.0,0.0,0.0,0.0,0.0
1941,6.0,0.0,0.0,0.0,0.0
1942,6.0,0.0,0.0,0.0,0.0
1943,6.0,0.0,0.0,0.0,0.0
1944,7.0,0.0,0.0,0.0,0.0
1945,7.0,0.0,0.0,0.0,0.0
1946,8.0,0.0,0.0,0.0,0.0
1947,8.0,0.0,0.0,0.0,0.0
1948,8.0,0.0,0.0,0.0,0.0
1949,8.0,0.0,0.0,0.0,0.0
1950,8.0,0.0,0.0,0.0,0.0
1951,8.0,0.0,0.0,0.0,0.0
1952,8.0,0.0,0.0,0.0,0.0
1953,8.0,0.0,0.0,0.0,0.0
1954,9.0,0.0,0.0,0.0,0.0
1955,9.0,0.0,0.0,0.0,0.0
1956,9.0,0.0,0.0,0.0,0.0
1957,9.0,0.0,0.0,0.0,0.0
1958,10.0,0.0,0.0,0.0,0.0
1959,10.0,0.0,0.0,0.0,0.0
1960,11.0,0.0,0.0,0.0,0.0
1961,11.0,0.0,0.0,0.0,0.0
1962,12.0,0.0,0.0,0.0,0.0
1963,12.0,0.0,0.0,0.0,0.0
1964,12.0,0.0,0.0,0.0,0.0
1965,12.0,0.0,0.0,0.0,0.0
1966,12.0,0.0,0.0,0.0,0.0
1967,12.0,0.0,0.0,0.0,0.0
1968,12.0,0.0,0.0,0.0,0.0
1969,12.0,0.0,0.0,0.0,0.0
1970,12.0,0.0,0.0,0.0,0.0
1971,12.0,0.0,0.0,0.0,0.0
1972,12.0,0.0,0.0,0.0,0.0
1973,12.0,0.0,0.0,0.0,0.0
1974,12.0,0.0,0.0,0.0,0.0
1975,12.0,0.0,0.0,0.0,0.0
1976,12.0,0.0,0.0,0.0,0.0
1977,12.0,0.0,0.0,0.0,0.0
1978,12.0,0.0,0.0,0.0,0.0
1979,13.0,0.0,0.0,0.0,0.0
1980,13.0,0.0,0.0,0.0,0.0
1981,13.0,0.0,0.0,0.0,0.0
1982,13.0,0.0,0.0,0.0,0.0
1983,13.0,0.0,0.0,0.0,0.0
1984,13.0,0.0,0.0,0.0,0.0
1985,13.0,0.0,0.0,0.0,0.0
1986,13.0,0.0,0.0,0.0,0.0
1987,13.0,0.0,0.0,0.0,0.0
1988,13.0,0.0,0.0,0.0,0.0
1989,13.0,0.0,0.0,0.0,0.0
1990,13.0,0.0,0.0,0.0,0.0
1991,13.0,0.0,0.0,0.0,0.0
1992,13.0,0.0,0.0,0.0,0.0
1993,13.0,0.0,0.0,0.0,0.0
1994,13.0,0.0,0.0,0.0,0.0
1995,13.0,0.0,0.0,0.0,0.0
1996,13.0,0.0,0.0,0.0,0.0
1997,13.0,0.0,0.0,0.0,0.0
1998,13.0,0.0,0.0,0.0,0.0
1999,13.0,0.0,0.0,0.0,0.0
2000,13.0,0.0,0.0,0.0,0.0
2001,0.0,0.0,0.0,0.0,0.0
2002,0.0,0.0,0.0,0.0,0.0
2003,0.0,0.0,0.0,0.0,0.0
2004,0.0,0.0,0.0,0.0,0.0
2005,1.0,0.0,0.0,0.0,0.0
2006,1.0,0.0,0.0,0.0,0.0
2007,1.0,0.0,0.0,0.0,0.0
2008,1.0,0.0,0.0,0.0,0.0
2009,1.0,0.0,0.0,0.0,0.0
2010,1.0,0.0,0.0,0.0,0.0
2011,1.0,0.0,0.0,0.0,0.0
2012,1.0,0.0,0.0,0.0,0.0
2013,1.0,0.0,0.0,0.0,0.0
2014,1.0,0.0,0.0,0.0,0.0
2015,1.0,0.0,0.0,0.0,0.0
2016,1.0,0.0,0.0,0.0,0.0
2017,1.0,0.0,0.0,0.0,0.0
2018,1.0,0.0,0.0,0.0,0.0
2019,1.0,0.0,0.0,0.0,0.0
2020,1.0,0.0,0.0,0.0,0.0
2021,1.0,0.0,0.0,0.0,0.0
2022,1.0,0.0,0.0,0.0,0.0
2023,1.0,0.0,0.0,0.0,0.0
2024,1.0,0.0,0.0,0.0,0.0
2025,1.0,0.0,0.0,0.0,0.0
2026,2.0,0.0,0.0,0.0,0.0
2027,2.0,0.0,0.0,0.0,0.0
2028,2.0,0.0,0.0,0.0,0.0
2029,2.0,0.0,0.0,0.0,0.0
2030,2.0,0.0,0.0,0.0,0.0
2031,2.0,0.0,0.0,0.0,0.0
2032,2.0,0.0,0.0,0.0,0.0
2033,2.0,0.0,0.0,0.0,0.0
2034,2.0,0.0,0.0,0.0,0.0
2035,2.0,0.0,0.0,0.0,0.0
2036,3.0,0.0,0.0,0.0,0.0
2037,3.0,0.0,0.0,0.0,0.0
2038,4.0,0.0,0.0,0.0,0.0
2039,4.0,0.0,0.0,0.0,0.0
2040,4.0,0.0,0.0,0.0,0.0
2041,4.0,0.0,0.0,0.0,0.0
2042,4.0,0.0,0.0,0.0,0.0
2043,4.0,0.0,0.0,0.0,0.0
2044,4.0,0.0,0.0,0.0,0.0
2045,4.0,0.0,0.0,0.0,0.0
2046,4.0,0.0,0.0,0.0,0.0
2047,4.0,0.0,0.0,0.0,0.0
2048,4.0,0.0,0.0,0.0,0.0
2049,4.0,0.0,0.0,0.0,0.0
2050,4.0,0.0,0.0,0.0,0.0
2051,4.0,0.0,0.0,0.0,0.0
2052,4.0,0.0,0.0,0.0,0.0
2053,5.0,0.0,0.0,0.0,0.0
2054,5.0,0.0,0.0,0.0,0.0
2055,5.0,0.0,0.0,0.0,0.0
2056,5.0,0.0,0.0,0.0,0.0
2057,5.0,0.0,0.0,0.0,0.0
2058,5.0,0.0,0.0,0.0,0.0
2059,5.0,0.0,0.0,0.0,0.0
2060,5.0,0.0,0.0,0.0,0.0
2061,5.0,0.0,0.0,0.0,0.0
2062,5.0,0.0,0.0,0.0,0.0
2063,5.0,0.0,0.0,0.0,0.0
2064,5.0,0.0,0.0,0.0,0.0
2065,6.0,0.0,0.0,0.0,0.0
2066,6.0,0.0,0.0,0.0,0.0
2067,6.0,0.0,0.0,0.0,0.0
2068,6.0,0.0,0.0,0.0,0.0
2069,6.0,0.0,0.0,0.0,0.0
2070,6.0,0.0,0.0,0.0,0.0
2071,6.0,0.0,0.0,0.0,0.0
2072,7.0,0.0,0.0,0.0,0.0
2073,7.0,0.0,0.0,0.0,0.0
2074,7.0,0.0,0.0,0.0,0.0
2075,7.0,0.0,0.0,0.0,0.0
2076,7.0,0.0,0.0,0.0,0.0
2077,7.0,0.0,0.0,0.0,0.0
2078,7.0,0.0,0.0,0.0,0.0
2079,8.0,0.0,0.0,0.0,0.0
2080,9.0,0.0,0.0,0.0,0.0
2081,9.0,0.0,0.0,0.0,0.0
2082,9.0,0.0,0.0,0.0,0.0
2083,10.0,0.0,0.0,0.0,0.0
2084,10.0,0.0,0.0,0.0,0.0
2085,10.0,0.0,0.0,0.0,0.0
2086,10.0,0.0,0.0,0.0,0.0
2087,10.0,0.0,0.0,0.0,0.0
2088,10.0,0.0,0.0,0.0,0.0
2089,11.0,0.0,0.0,0.0,0.0
2090,11.0,0.0,0.0,0.0,0.0
2091,11.0,0.0,0.0,0.0,0.0
2092,12.0,0.0,0.0,0.0,0.0
2093,13.0,0.0,0.0,0.0,0.0
2094,13.0,0.0,0.0,0.0,0.0
2095,13.0,0.0,0.0,0.0,0.0
2096,13.0,0.0,0.0,0.0,0.0
